################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.4001982891271433E-01 a         1     0     1     1     1
 -6.6961260454006022E-02 a         2     0     1     1     2
 -1.0816489969311061E-01 a         3     0     1     1     3
  1.0595732642825825E-01 a         4     0     1     1     4
 -7.1573799821160994E-02 a         5     0     1     1     5
 -6.9886315744745617E-02 a         6     0     1     1     6
  3.4685126984920417E-01 a         7     0     1     1     7
 -3.6384964009101299E-03 a         8     0     1     1     8
 -1.9344626167059822E-01 a         9     0     1     1     9
 -2.1441978448136026E-01 a        10     0     1     1    10
 -9.3006957020965453E-02 a        11     0     1     1    11
  5.5458200579988515E-01 a        12     0     1     1    12
 -3.2176716319399959E-02 a        13     0     1     1    13
  2.3385919254463166E+00 a        14     0     1     1    14
  2.3435681387001753E-01 a        15     0     1     1    15
  3.4806465717831475E-01 a        16     0     1     1    16
  2.7771226525696102E-01 a        17     0     1     1    17
 -5.4083770849852109E-01 a        18     0     1     1    18
  2.2922649629047151E-01 a        19     0     1     1    19
  9.4112566841646872E-02 a        20     0     1     1    20
 -1.0036459018067437E-02 a        21     0     1     1    21
 -3.0752180509513322E-01 a        22     0     1     1    22
 -8.2388471432197033E-02 a        23     0     1     1    23
 -1.0692365410093495E-01 a        24     0     1     1    24
  1.4497201015397998E-01 a        25     0     1     1    25
  2.0170649392041157E-01 a        26     0     2     1     1
  2.8294336260031838E-01 a        27     0     2     1     2
  9.8541708128510680E-02 a        28     0     2     1     3
 -3.4298641574364330E-01 a        29     0     2     1     4
 -1.9750234549777854E-01 a        30     0     2     1     5
 -1.0732142800162466E-01 a        31     0     2     1     6
 -4.2123927312080567E-01 a        32     0     2     1     7
 -7.3726821611963933E-01 a        33     0     2     1     8
 -2.6259339093694458E-02 a        34     0     2     1     9
 -7.8050999513911079E-01 a        35     0     2     1    10
 -3.7612025417683054E-01 a        36     0     2     1    11
 -2.5115779089514778E-01 a        37     0     2     1    12
 -1.4388934967226081E+00 a        38     0     2     1    13
 -2.0866426689334178E-01 a        39     0     2     1    14
 -3.7715155977575554E-01 a        40     0     2     1    15
 -8.5172909980263511E-01 a        41     0     2     1    16
 -4.8764084463537644E-01 a        42     0     2     1    17
  1.8194951474814341E-01 a        43     0     2     1    18
 -1.0283478239860665E-01 a        44     0     2     1    19
  1.3823721584689030E-01 a        45     0     2     1    20
 -2.8898567994311447E-01 a        46     0     2     1    21
 -1.4271383280987752E-03 a        47     0     2     1    22
  1.5348477616363596E-01 a        48     0     2     1    23
  2.7450954908427067E-01 a        49     0     2     1    24
 -8.4882235352018998E-02 a        50     0     2     1    25
  2.7498431586546850E-02 a        51     0     3     1     1
 -1.3483890435746732E-01 a        52     0     3     1     2
 -1.5303224244068916E-01 a        53     0     3     1     3
 -2.2080263410164554E-02 a        54     0     3     1     4
  1.0460624131373024E-01 a        55     0     3     1     5
  2.6556930272400043E-02 a        56     0     3     1     6
  1.6996352445117848E-02 a        57     0     3     1     7
 -1.2776422508610025E-01 a        58     0     3     1     8
 -1.4534613965721471E-01 a        59     0     3     1     9
  2.8975786352505933E-01 a        60     0     3     1    10
 -4.8794223484215412E-03 a        61     0     3     1    11
 -3.2065039662257364E-02 a        62     0     3     1    12
  2.4381323396169836E-02 a        63     0     3     1    13
  1.5765661961512351E-01 a        64     0     3     1    14
 -7.3673593328248146E-02 a        65     0     3     1    15
  1.7624510539468244E-01 a        66     0     3     1    16
  3.9903303966598004E-02 a        67     0     3     1    17
  5.0161244441620845E-02 a        68     0     3     1    18
  1.5273799255210996E-01 a        69     0     3     1    19
 -1.7443417200731925E-01 a        70     0     3     1    20
 -1.6761567785112377E-01 a        71     0     3     1    21
  2.8540095723158826E-01 a        72     0     3     1    22
  2.7247677324849548E-02 a        73     0     3     1    23
  1.9365324676683096E-01 a        74     0     3     1    24
  1.0908591947970718E-01 a        75     0     3     1    25
  1.5737844216174388E-01 a        76     0     4     1     1
 -3.5460688602163490E-02 a        77     0     4     1     2
 -1.7499091936819455E-01 a        78     0     4     1     3
  7.1374681298825085E-02 a        79     0     4     1     4
  1.9717050859410248E-01 a        80     0     4     1     5
 -1.5769749811736716E-01 a        81     0     4     1     6
 -1.7623700042183679E-01 a        82     0     4     1     7
  4.6621326897385421E-02 a        83     0     4     1     8
  6.5045042581502913E-02 a        84     0     4     1     9
 -2.3245679249987522E-01 a        85     0     4     1    10
 -5.5402021841164932E-02 a        86     0     4     1    11
  2.2697497817702658E-01 a        87     0     4     1    12
 -2.5121521268356467E-01 a        88     0     4     1    13
