################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.7666647883005163E-02 a         1     0     1     1     1
  1.2230538981373418E-01 a         2     0     1     1     2
 -1.9672810680356498E-01 a         3     0     1     1     3
 -3.1609540831967931E-01 a         4     0     1     1     4
 -3.1899002336987664E-01 a         5     0     1     1     5
  3.6287026521917132E-01 a         6     0     1     1     6
  1.2685660947813934E-01 a         7     0     1     1     7
  4.7609621997155810E-01 a         8     0     1     1     8
  3.6996938099652221E-01 a         9     0     1     1     9
  3.6679140607478400E-02 a        10     0     1     1    10
  2.2513902789687215E-01 a        11     0     1     1    11
 -2.1385590545537450E-01 a        12     0     1     1    12
  4.7747377515934157E-02 a        13     0     1     1    13
 -2.6900255297089026E-01 a        14     0     1     1    14
  1.0077545880677159E-01 a        15     0     1     1    15
 -2.1858875726464380E-01 a        16     0     1     1    16
 -2.3082809032913504E-01 a        17     0     1     1    17
  2.1029445030380015E-01 a        18     0     1     1    18
 -1.9332340330568571E+00 a        19     0     1     1    19
  3.2243883798116391E-01 a        20     0     1     1    20
 -6.2987068573350069E-02 a        21     0     1     1    21
 -1.0318578241982640E-01 a        22     0     1     1    22
  2.5732743337640751E-01 a        23     0     1     1    23
 -2.6424043273314303E-02 a        24     0     1     1    24
 -6.6527714394001158E-01 a        25     0     1     1    25
  3.8164178775846763E-01 a        26     0     2     1     1
  3.8916247579268598E-01 a        27     0     2     1     2
 -6.7561579392427989E-02 a        28     0     2     1     3
 -2.7090248169460712E-01 a        29     0     2     1     4
 -4.7175215417553290E-01 a        30     0     2     1     5
  3.0318784310536767E-01 a        31     0     2     1     6
  2.5329480758068436E-02 a        32     0     2     1     7
  3.7227987182385536E-01 a        33     0     2     1     8
  2.3119440641537853E-01 a        34     0     2     1     9
 -1.2626667854374563E-01 a        35     0     2     1    10
 -4.6284444011894421E-01 a        36     0     2     1    11
 -1.4512732602552178E-01 a        37     0     2     1    12
 -1.3139554625529104E+00 a        38     0     2     1    13
  1.1226440160480458E-03 a        39     0     2     1    14
 -6.9889272826403503E-01 a        40     0     2     1    15
 -6.6101607080379455E-03 a        41     0     2     1    16
 -6.5580262491780883E-01 a        42     0     2     1    17
 -5.7060038930739812E-02 a        43     0     2     1    18
  1.1243931717240994E-02 a        44     0     2     1    19
  1.8263512351489200E-01 a        45     0     2     1    20
  4.5223162753451829E-01 a        46     0     2     1    21
  5.6488987379589822E-02 a        47     0     2     1    22
  1.2889761861710766E-01 a        48     0     2     1    23
  9.4412180266707640E-02 a        49     0     2     1    24
 -3.0942201741471864E-01 a        50     0     2     1    25
  7.9824580161508951E-02 a        51     0     3     1     1
  4.8237554383976762E-02 a        52     0     3     1     2
  1.6275468137654245E-01 a        53     0     3     1     3
  1.0162649253972827E-01 a        54     0     3     1     4
  1.1689531704336141E-02 a        55     0     3     1     5
 -3.3077222429841201E-02 a        56     0     3     1     6
 -1.9032368461372809E-01 a        57     0     3     1     7
  1.6606579532967491E-01 a        58     0     3     1     8
 -3.2613214321126342E-02 a        59     0     3     1     9
 -3.3083505222325560E-02 a        60     0     3     1    10
 -5.3480920725466265E-02 a        61     0     3     1    11
 -8.9159012249005826E-02 a        62     0     3     1    12
  3.2136710884781781E-02 a        63     0     3     1    13
  1.0792958868721475E-01 a        64     0     3     1    14
  1.5773313050391077E-01 a        65     0     3     1    15
  2.0445515855252599E-02 a        66     0     3     1    16
  5.9941747153046294E-02 a        67     0     3     1    17
  1.3096815231392803E-01 a        68     0     3     1    18
 -1.4300656300123704E-01 a        69     0     3     1    19
  1.1489214015041366E-01 a        70     0     3     1    20
  3.1899599240852575E-02 a        71     0     3     1    21
  6.1698696330222208E-02 a        72     0     3     1    22
 -2.9177867255945247E-02 a        73     0     3     1    23
  9.5832520436654287E-02 a        74     0     3     1    24
  2.5331238967142445E-02 a        75     0     3     1    25
  1.8744692822903593E-02 a        76     0     4     1     1
 -7.1595573882044891E-02 a        77     0     4     1     2
  1.0299487370242301E-01 a        78     0     4     1     3
 -4.3090576562387239E-02 a        79     0     4     1     4
 -1.0600432998285272E-01 a        80     0     4     1     5
  1.1888116440413590E-03 a        81     0     4     1     6
 -9.7415921769472433E-02 a        82     0     4     1     7
 -1.8278818966036028E-02 a        83     0     4     1     8
 -1.8586363917605050E-01 a        84     0     4     1     9
  6.0660704298981488E-02 a        85     0     4     1    10
  1.9941192803824313E-02 a        86     0     4     1    11
  1.5853269601494224E-01 a        87     0     4     1    12
 -2.1006671815177144E-01 a        88     0     4     1    13
 -2.6249098851516415E-02 a        89     0     4     1    14
  6.5008164570038551E-02 a        90     0     4     1    15
  1.7473105367098979E-01 a        91     0     4     1    16
  1.4069159800866046E-01 a        92     0     4     1    17
  1.8594049315777392E-02 a        93     0     4     1    18
  2.3009549507046417E-01 a        94     0     4     1    19
  1.3945233568919418E-01 a        95     0     4     1    20
  1.4987088612228333E-01 a        96     0     4     1    21
 -6.5371370631989043E-02 a        97     0     4     1    22
  3.7242055239202800E-02 a        98     0     4     1    23
  3.3330064854415434E-02 a        99     0     4     1    24
 -3.6497145927467001E-02 a       100     0     4     1    25
  1.8399644604367750E-02 a       101     0     5     1     1
 -6.3211281049462698E-01 a       102     0     5     1     2
  7.5417884552680192E-01 a       103     0     5     1     3
 -5.8388580976621940E-01 a       104     0     5     1     4
  5.0703636353725201E-01 a       105     0     5     1     5
 -4.1300334459192578E-01 a       106     0     5     1     6
 -1.1204487522221829E+00 a       107     0     5     1     7
  1.0315796732872881E-01 a       108     0     5     1     8
 -3.3386431167370817E-01 a       109     0     5     1     9
 -2.2425941368302607E-01 a       110     0     5     1    10
 -3.9167175724456160E-01 a       111     0     5     1    11
  8.3201649846143444E-01 a       112     0     5     1    12
  6.4930351625730631E-02 a       113     0     5     1    13
  5.4610090564264668E-01 a       114     0     5     1    14
 -6.1341048704203505E-01 a       115     0     5     1    15
  1.6560643944695946E-01 a       116     0     5     1    16
  2.8109952272101874E-01 a       117     0     5     1    17
 -5.2361110015009193E-01 a       118     0     5     1    18
  1.2794211010886845E+00 a       119     0     5     1    19
 -6.4192951933830755E-01 a       120     0     5     1    20
  2.4905585186720500E-01 a       121     0     5     1    21
 -1.8450799241967930E-01 a       122     0     5     1    22
 -4.6927246821057844E-01 a       123     0     5     1    23
  1.9768204849145166E-01 a       124     0     5     1    24
 -8.3176208976546917E-01 a       125     0     5     1    25
 -3.8277017956525961E-01 a       126     0     6     1     1
 -3.9240546502774254E-01 a       127     0     6     1     2
  5.0798830750820943E-02 a       128     0     6     1     3
 -3.3513751242907047E-01 a       129     0     6     1     4
  5.5219524698052158E-01 a       130     0     6     1     5
 -5.5581479001498679E-01 a       131     0     6     1     6
  1.7726580150730550E-01 a       132     0     6     1     7
 -7.1898898282218338E-01 a       133     0     6     1     8
 -1.6757579918593049E-01 a       134     0     6     1     9
  4.8864732056657284E-01 a       135     0     6     1    10
  6.3389916117248668E-01 a       136     0     6     1    11
  2.2505795485055663E-01 a       137     0     6     1    12
  1.4424172759077550E-01 a       138     0     6     1    13
  2.6212313772797742E-03 a       139     0     6     1    14
  6.9272729981601511E-01 a       140     0     6     1    15
 -1.1302642367502181E-02 a       141     0     6     1    16
  5.4753965452260156E-01 a       142     0     6     1    17
  3.3075711968340871E-01 a       143     0     6     1    18
  2.3827254405791401E-01 a       144     0     6     1    19
  1.6960297169945568E-01 a       145     0     6     1    20
  3.7595679151917201E-02 a       146     0     6     1    21
 -7.7134316766365202E-02 a       147     0     6     1    22
 -6.6135991510903969E-01 a       148     0     6     1    23
  3.0878280871571281E-02 a       149     0     6     1    24
  2.4021435683704290E-01 a       150     0     6     1    25
 -1.6660318865913476E-01 a       151     0     7     1     1
  6.0699301970888166E-02 a       152     0     7     1     2
  2.1811440593992443E-02 a       153     0     7     1     3
 -6.6022240468879747E-03 a       154     0     7     1     4
 -4.9059696911442786E-03 a       155     0     7     1     5
  3.1175826505175423E-02 a       156     0     7     1     6
  8.0785532983598266E-02 a       157     0     7     1     7
  1.3746525682126561E-02 a       158     0     7     1     8
 -3.4449919978363375E-01 a       159     0     7     1     9
 -1.8659892372425502E-01 a       160     0     7     1    10
  1.7711665040518476E-01 a       161     0     7     1    11
  2.1231256963846087E-02 a       162     0     7     1    12
  5.3870300010748010E-02 a       163     0     7     1    13
 -2.4662490915484397E-01 a       164     0     7     1    14
  1.7474707453526295E-01 a       165     0     7     1    15
 -5.7904546418836640E-02 a       166     0     7     1    16
  9.3380572800307399E-02 a       167     0     7     1    17
 -2.8770682688844407E-01 a       168     0     7     1    18
  2.4152986812583985E-01 a       169     0     7     1    19
  9.4624672208848751E-02 a       170     0     7     1    20
  1.5719400929393190E-01 a       171     0     7     1    21
  8.7493392963573571E-03 a       172     0     7     1    22
  1.6827036253773915E-02 a       173     0     7     1    23
 -2.3795136784988721E-02 a       174     0     7     1    24
 -2.7961481242636158E-02 a       175     0     7     1    25
 -5.3211672443268888E-02 a       176     0     8     1     1
 -3.3196431562815036E-02 a       177     0     8     1     2
 -6.5964592312616838E-02 a       178     0     8     1     3
  1.1090683106942170E-01 a       179     0     8     1     4
  3.0370126654626607E-02 a       180     0     8     1     5
 -1.6588604014228639E-02 a       181     0     8     1     6
  1.6020020488531067E-01 a       182     0     8     1     7
