################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  8.8825575471257162E-02 a         1     0     1     1     1
 -3.8214588929129836E-02 a         2     0     1     1     2
 -8.0600325927179264E-02 a         3     0     1     1     3
 -1.0259822857913163E-01 a         4     0     1     1     4
  1.5923748888957978E-01 a         5     0     1     1     5
  2.7313930961575281E-02 a         6     0     1     1     6
 -9.0409252288982750E-02 a         7     0     1     1     7
  9.6303594367207895E-02 a         8     0     1     1     8
  2.7230043862163905E-01 a         9     0     1     1     9
  4.2449144352405696E-02 a        10     0     1     1    10
 -1.9446850710384625E-01 a        11     0     1     1    11
 -3.6544680335010744E-02 a        12     0     1     1    12
  9.3888795679945777E-02 a        13     0     1     1    13
 -6.5462187586553658E-02 a        14     0     1     1    14
 -1.8356698224002388E-01 a        15     0     1     1    15
  1.9425599704327290E-01 a        16     0     1     1    16
 -1.5842074195553069E-01 a        17     0     1     1    17
  5.2651885072149763E-03 a        18     0     1     1    18
 -2.1131373018995761E-01 a        19     0     1     1    19
  8.5179731840879222E-02 a        20     0     1     1    20
  7.2171828882301361E-03 a        21     0     1     1    21
  1.0548123025316632E-02 a        22     0     1     1    22
 -5.3021727719082819E-02 a        23     0     1     1    23
  2.8404502968291830E-02 a        24     0     1     1    24
  7.8807356630939684E-02 a        25     0     1     1    25
 -1.6013147799706326E-01 a        26     0     2     1     1
 -1.3176153236359620E-01 a        27     0     2     1     2
  1.8363339610033745E-02 a        28     0     2     1     3
 -8.4372357495504612E-03 a        29     0     2     1     4
 -2.7898284753090585E-01 a        30     0     2     1     5
  7.1017304374127135E-02 a        31     0     2     1     6
 -4.9945046953638682E-02 a        32     0     2     1     7
 -1.7162697515438332E-02 a        33     0     2     1     8
  3.8371891559417386E-02 a        34     0     2     1     9
 -1.4309574735288905E-01 a        35     0     2     1    10
 -1.5325337077529008E-01 a        36     0     2     1    11
 -1.1037913144393717E-01 a        37     0     2     1    12
 -8.8826741993829894E-02 a        38     0     2     1    13
 -1.5833458013435878E-01 a        39     0     2     1    14
  8.6853052722137780E-02 a        40     0     2     1    15
 -1.2015482523077381E-01 a        41     0     2     1    16
  1.1446906219004560E-01 a        42     0     2     1    17
 -1.1970478585780311E-02 a        43     0     2     1    18
  6.3985532966587794E-02 a        44     0     2     1    19
 -5.0826470856070123E-02 a        45     0     2     1    20
  1.8291304570613690E-03 a        46     0     2     1    21
  1.6500991780543348E-01 a        47     0     2     1    22
 -4.1231450969462465E-02 a        48     0     2     1    23
  1.7852500236430709E-02 a        49     0     2     1    24
  1.7566969388229672E-01 a        50     0     2     1    25
  8.8744716322157247E-02 a        51     0     3     1     1
 -1.2329927840754043E-01 a        52     0     3     1     2
 -6.8050285439766281E-02 a        53     0     3     1     3
 -4.6691260255598013E-02 a        54     0     3     1     4
  1.1150624765959596E-01 a        55     0     3     1     5
 -3.1365142711911480E-02 a        56     0     3     1     6
 -4.9745868833504972E-02 a        57     0     3     1     7
  4.9652165903682925E-02 a        58     0     3     1     8
 -8.9185840931376940E-03 a        59     0     3     1     9
  3.9195128884142266E-01 a        60     0     3     1    10
  5.9753561537442296E-02 a        61     0     3     1    11
  1.0440483650468171E-01 a        62     0     3     1    12
  1.2298747575038120E-01 a        63     0     3     1    13
 -8.5500303375575168E-02 a        64     0     3     1    14
 -2.2151494226132074E-01 a        65     0     3     1    15
 -1.5288262650146700E-01 a        66     0     3     1    16
  4.0570950491787244E-02 a        67     0     3     1    17
  4.7906822206779345E-02 a        68     0     3     1    18
 -9.3685055386790173E-02 a        69     0     3     1    19
  8.7658007149376271E-03 a        70     0     3     1    20
  2.1327890448983708E-01 a        71     0     3     1    21
  2.9025421439590009E-02 a        72     0     3     1    22
 -1.0288145515842664E-01 a        73     0     3     1    23
  6.8734777895829838E-02 a        74     0     3     1    24
  1.8323357949223018E-01 a        75     0     3     1    25
 -1.9742176591636013E-01 a        76     0     4     1     1
  2.3664863344774106E-01 a        77     0     4     1     2
  1.8569574684364806E-01 a        78     0     4     1     3
 -4.0912234097545658E-02 a        79     0     4     1     4
 -1.2420293457543559E-01 a        80     0     4     1     5
 -5.3424890052929481E-03 a        81     0     4     1     6
 -2.8293381880804253E-01 a        82     0     4     1     7
  2.0210661117328856E-02 a        83     0     4     1     8
  1.4254544443330619E-01 a        84     0     4     1     9
 -3.4651996236639199E-02 a        85     0     4     1    10
 -3.2231878845261137E-02 a        86     0     4     1    11
  1.9271865690253004E-01 a        87     0     4     1    12
 -2.7630188472393492E-02 a        88     0     4     1    13
  4.5288218002605532E-02 a        89     0     4     1    14
 -2.0546548944394438E-01 a        90     0     4     1    15
 -2.7772394318506144E-01 a        91     0     4     1    16
  1.5239912888053025E-01 a        92     0     4     1    17
 -2.4522186085544523E-01 a        93     0     4     1    18
  2.7072656751049701E-01 a        94     0     4     1    19
 -1.0549300302695436E-01 a        95     0     4     1    20
 -2.0755983051155444E-01 a        96     0     4     1    21
 -2.7385437738199320E-01 a        97     0     4     1    22
  6.1843435105911629E-02 a        98     0     4     1    23
  6.2089066185004538E-02 a        99     0     4     1    24
 -4.0300248116080781E-02 a       100     0     4     1    25
  2.8147092445368026E-02 a       101     0     5     1     1
  4.9142097929236129E-05 a       102     0     5     1     2
  9.6383303467710069E-02 a       103     0     5     1     3
 -5.5721936765549415E-02 a       104     0     5     1     4
 -3.4417750638043262E-03 a       105     0     5     1     5
  1.4652148507478030E-01 a       106     0     5     1     6
  7.5899793420633214E-03 a       107     0     5     1     7
 -8.3290613360917448E-02 a       108     0     5     1     8
 -1.3309027960809267E-01 a       109     0     5     1     9
 -3.8738493895795111E-02 a       110     0     5     1    10
 -2.6592516223435941E-01 a       111     0     5     1    11
  3.9998230473265372E-04 a       112     0     5     1    12
  1.0599001296815654E-01 a       113     0     5     1    13
 -8.7950137566233169E-03 a       114     0     5     1    14
  2.7193556986920286E-01 a       115     0     5     1    15
 -1.6983972866445075E-02 a       116     0     5     1    16
 -3.3893793068315317E-02 a       117     0     5     1    17
 -1.6948168058677948E-01 a       118     0     5     1    18
 -4.1176376049991775E-02 a       119     0     5     1    19
  7.0087746559949149E-02 a       120     0     5     1    20
  1.1490817889383670E-02 a       121     0     5     1    21
  2.5772174046766662E-02 a       122     0     5     1    22
 -1.9009013760618091E-02 a       123     0     5     1    23
  5.1859330903691603E-02 a       124     0     5     1    24
 -1.4138676832433125E-01 a       125     0     5     1    25
  2.5901267887098872E-01 a       126     0     6     1     1
  3.4778825789028821E-02 a       127     0     6     1     2
 -2.5336651195903830E-02 a       128     0     6     1     3
 -7.8338785467890026E-02 a       129     0     6     1     4
  9.6860038564295439E-02 a       130     0     6     1     5
  3.8892620162782325E-02 a       131     0     6     1     6
  3.7340294388228626E-02 a       132     0     6     1     7
  1.1465952585677797E-01 a       133     0     6     1     8
  1.0859971966837000E-01 a       134     0     6     1     9
 -6.0901392393489517E-03 a       135     0     6     1    10
  1.6106629627735711E-01 a       136     0     6     1    11
  1.3580773478581831E-01 a       137     0     6     1    12
  1.0568635980397775E-01 a       138     0     6     1    13
  5.0701747301048400E-02 a       139     0     6     1    14
  1.8988983202824875E-01 a       140     0     6     1    15
 -7.3597644593129688E-02 a       141     0     6     1    16
  1.6000320478997468E-01 a       142     0     6     1    17
 -1.3419644393386967E-01 a       143     0     6     1    18
  7.7136987919996583E-02 a       144     0     6     1    19
  1.0240213531947041E-01 a       145     0     6     1    20
 -5.2253272407908932E-02 a       146     0     6     1    21
 -1.1724505236656933E-01 a       147     0     6     1    22
 -1.1926153980012343E-01 a       148     0     6     1    23
  2.0311552840618766E-01 a       149     0     6     1    24
 -2.2196049373051321E-01 a       150     0     6     1    25
 -2.2545826251599260E-01 a       151     0     7     1     1
  8.3567645589142217E-02 a       152     0     7     1     2
  1.3265061074144871E-01 a       153     0     7     1     3
  7.2079190185240880E-02 a       154     0     7     1     4
 -3.3032557944149707E-02 a       155     0     7     1     5
  5.3535034551283049E-02 a       156     0     7     1     6
  6.9827096971318559E-02 a       157     0     7     1     7
  9.7995259166345688E-02 a       158     0     7     1     8
 -1.3761427735715637E-01 a       159     0     7     1     9
 -1.1038083688465111E-01 a       160     0     7     1    10
  7.4897598431834383E-02 a       161     0     7     1    11
 -2.0168466321287720E-01 a       162     0     7     1    12
 -2.4226662129670506E-01 a       163     0     7     1    13
 -2.5013074670921735E-02 a       164     0     7     1    14
 -2.0624208647255761E-02 a       165     0     7     1    15
  1.8136610133763995E-01 a       166     0     7     1    16
 -1.0126950472291309E-02 a       167     0     7     1    17
 -8.2807935679498096E-02 a       168     0     7     1    18
 -9.0976413575165477E-02 a       169     0     7     1    19
  1.2043062565474555E-02 a       170     0     7     1    20
