################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.2161094902346647E-01 a         1     0     1     1     1
  7.0872986399455634E-02 a         2     0     1     1     2
 -1.3991587669818067E-01 a         3     0     1     1     3
 -6.8396901101464291E-02 a         4     0     1     1     4
  4.9586281335307715E-02 a         5     0     1     1     5
 -9.9097982693875254E-03 a         6     0     1     1     6
 -8.1366116679722524E-03 a         7     0     1     1     7
 -1.2957480480439196E-01 a         8     0     1     1     8
  8.5453243470313925E-02 a         9     0     1     1     9
 -2.7820362216282316E-02 a        10     0     1     1    10
  2.2109705632882511E-02 a        11     0     1     1    11
 -3.2333078096312529E-02 a        12     0     1     1    12
 -1.3672341906594168E-01 a        13     0     1     1    13
  4.9758287282968404E-02 a        14     0     1     1    14
  5.1699033433960331E-02 a        15     0     1     1    15
 -4.2406213451406244E-02 a        16     0     1     1    16
  1.5046292338187165E-02 a        17     0     1     1    17
  7.1887060090382079E-02 a        18     0     1     1    18
  4.9366297978904350E-02 a        19     0     1     1    19
 -1.2143520370911674E-01 a        20     0     1     1    20
 -1.0818064436545234E-01 a        21     0     1     1    21
  4.1161390478436526E-02 a        22     0     1     1    22
  1.1677537713046197E-02 a        23     0     1     1    23
  7.1785325160372920E-02 a        24     0     1     1    24
 -1.9138180115510772E-01 a        25     0     1     1    25
  1.1479376316839210E-01 a        26     0     2     1     1
  5.6886583425794009E-02 a        27     0     2     1     2
  5.8347154067257601E-02 a        28     0     2     1     3
  1.1373684037919060E-01 a        29     0     2     1     4
  1.5012204591089445E-01 a        30     0     2     1     5
 -1.0790384042905651E-01 a        31     0     2     1     6
  4.0432404693433954E-02 a        32     0     2     1     7
  7.4174763545834674E-02 a        33     0     2     1     8
  1.1866004581218891E-01 a        34     0     2     1     9
  2.6630994284602230E-03 a        35     0     2     1    10
 -7.4340272716509836E-02 a        36     0     2     1    11
  7.5385474484615786E-02 a        37     0     2     1    12
 -1.0658492719781265E-01 a        38     0     2     1    13
 -2.6743249240256256E-02 a        39     0     2     1    14
 -3.5518502512109022E-02 a        40     0     2     1    15
  4.6828559535699366E-02 a        41     0     2     1    16
 -1.0521285337696190E-01 a        42     0     2     1    17
 -2.5870179809651545E-01 a        43     0     2     1    18
 -4.8106181305364148E-02 a        44     0     2     1    19
  1.6742453169396140E-01 a        45     0     2     1    20
  9.9823852945392935E-02 a        46     0     2     1    21
  1.2996239368335566E-01 a        47     0     2     1    22
 -5.2517810276444983E-03 a        48     0     2     1    23
  9.1394352569873022E-02 a        49     0     2     1    24
  1.6029966337514154E-01 a        50     0     2     1    25
  6.7855404005356362E-02 a        51     0     3     1     1
 -1.0273587126278634E-01 a        52     0     3     1     2
 -4.4771562928847888E-02 a        53     0     3     1     3
  1.0756619955541979E-01 a        54     0     3     1     4
 -6.9485476967598422E-02 a        55     0     3     1     5
  3.5423261761584592E-02 a        56     0     3     1     6
 -1.2214357590202651E-01 a        57     0     3     1     7
 -1.9300349059998489E-01 a        58     0     3     1     8
 -6.8984050772576022E-02 a        59     0     3     1     9
  2.0781471716938285E-01 a        60     0     3     1    10
  2.4010119771360183E-01 a        61     0     3     1    11
 -1.6129092995211416E-01 a        62     0     3     1    12
 -1.3805725581643963E-01 a        63     0     3     1    13
 -1.3309288830569946E-01 a        64     0     3     1    14
 -9.5114622482978389E-02 a        65     0     3     1    15
  1.1635273575922141E-01 a        66     0     3     1    16
  4.1481657031261950E-02 a        67     0     3     1    17
  1.4632239652518850E-02 a        68     0     3     1    18
  5.7523487289203215E-02 a        69     0     3     1    19
 -1.7143917580421979E-02 a        70     0     3     1    20
  2.0937495632914201E-02 a        71     0     3     1    21
  2.5245699432997243E-01 a        72     0     3     1    22
 -1.3350351577527553E-01 a        73     0     3     1    23
  9.2749718885398999E-02 a        74     0     3     1    24
 -9.2321147761120423E-02 a        75     0     3     1    25
 -9.1801822025304097E-02 a        76     0     4     1     1
  3.6897525712126608E-02 a        77     0     4     1     2
  3.4321855518219704E-03 a        78     0     4     1     3
  8.6133020112109202E-02 a        79     0     4     1     4
  2.1118638960983402E-01 a        80     0     4     1     5
 -2.7729617043097599E-01 a        81     0     4     1     6
  7.3982761486847390E-02 a        82     0     4     1     7
  1.2689530421898790E-01 a        83     0     4     1     8
 -5.6435516037536909E-02 a        84     0     4     1     9
  2.3926881170919782E-02 a        85     0     4     1    10
  2.9674186728531188E-01 a        86     0     4     1    11
 -7.5750428806043699E-02 a        87     0     4     1    12
 -1.3093594753970295E-01 a        88     0     4     1    13
 -6.9835900466323264E-02 a        89     0     4     1    14
 -1.0751879939518809E-01 a        90     0     4     1    15
  2.5655496705113873E-01 a        91     0     4     1    16
 -8.7853463913904459E-02 a        92     0     4     1    17
 -5.0627161464681963E-02 a        93     0     4     1    18
  3.8919790041482931E-03 a        94     0     4     1    19
  3.0740300986645912E-02 a        95     0     4     1    20
  9.2888565658870992E-02 a        96     0     4     1    21
  7.3069915484172535E-02 a        97     0     4     1    22
  1.2701840050133570E-01 a        98     0     4     1    23
 -1.1177252067071158E-01 a        99     0     4     1    24
