################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.7880773192526925E-01 a         1     0     1     1     1
  1.8088656684807605E-01 a         2     0     1     1     2
  1.9701082937100184E-01 a         3     0     1     1     3
  1.6536976998944916E-01 a         4     0     1     1     4
  1.9552571892340903E-01 a         5     0     1     1     5
  2.4066002086893301E-01 a         6     0     1     1     6
  4.8223630726631758E-02 a         7     0     1     1     7
  2.2158387314331028E-02 a         8     0     1     1     8
 -2.2830033461652072E-01 a         9     0     1     1     9
  2.3912688637178064E-01 a        10     0     1     1    10
  5.8211828273675333E-02 a        11     0     1     1    11
 -7.4562204712979613E-02 a        12     0     1     1    12
  5.5359740149621521E-02 a        13     0     1     1    13
  1.8031760722010814E-01 a        14     0     1     1    14
 -4.5299644397457350E-01 a        15     0     1     1    15
 -2.0559313734522317E-02 a        16     0     1     1    16
  2.1571461243379592E-01 a        17     0     1     1    17
 -2.1448927572988333E-01 a        18     0     1     1    18
 -4.8917642134113981E-02 a        19     0     1     1    19
  1.0194934485334324E-01 a        20     0     1     1    20
 -1.6063646215110300E-01 a        21     0     1     1    21
  2.1006531801271044E-01 a        22     0     1     1    22
 -1.9262610292595257E-03 a        23     0     1     1    23
  1.2951032591790340E-01 a        24     0     1     1    24
 -1.1762102938008888E-01 a        25     0     1     1    25
 -2.9599747166951224E-01 a        26     0     2     1     1
  3.3298543900382567E-02 a        27     0     2     1     2
 -3.2698776084340846E-02 a        28     0     2     1     3
 -1.8542878061207710E-01 a        29     0     2     1     4
 -5.9407912870808544E-02 a        30     0     2     1     5
  1.2788833177883757E-01 a        31     0     2     1     6
 -1.1702889041313549E-02 a        32     0     2     1     7
  9.0199655632703019E-02 a        33     0     2     1     8
  2.4587208861549148E-01 a        34     0     2     1     9
  1.4576997833060729E-01 a        35     0     2     1    10
  1.6585684105793549E-01 a        36     0     2     1    11
 -5.3538340955207535E-02 a        37     0     2     1    12
  9.9039417821642522E-02 a        38     0     2     1    13
 -4.9011660568702833E-02 a        39     0     2     1    14
  6.1487177568657183E-03 a        40     0     2     1    15
 -3.0355868365582883E-01 a        41     0     2     1    16
  1.7749821721266701E-01 a        42     0     2     1    17
  1.5889279964847257E-02 a        43     0     2     1    18
  1.8670632099782888E-01 a        44     0     2     1    19
 -6.5586070749326583E-03 a        45     0     2     1    20
 -2.9613052903487629E-02 a        46     0     2     1    21
 -1.0346405849962716E-01 a        47     0     2     1    22
 -1.5466549098576637E-01 a        48     0     2     1    23
 -2.0444773562897506E-01 a        49     0     2     1    24
 -3.9691816227755611E-02 a        50     0     2     1    25
  1.6192489853925568E-01 a        51     0     3     1     1
  3.5785825914767692E-02 a        52     0     3     1     2
