################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.4646720847133288E-01 a         1     0     1     1     1
  5.7055933518235846E-02 a         2     0     1     1     2
 -2.9032151759543642E-02 a         3     0     1     1     3
 -1.5787946928341967E-01 a         4     0     1     1     4
 -5.1692608813001098E-02 a         5     0     1     1     5
  2.0890387219271617E-01 a         6     0     1     1     6
  1.1048305916981943E-01 a         7     0     1     1     7
  8.5093830606790793E-02 a         8     0     1     1     8
 -4.3540214154074153E-01 a         9     0     1     1     9
  4.1158104957135155E-01 a        10     0     1     1    10
 -1.3285097118521481E+00 a        11     0     1     1    11
  9.3971160452900312E-02 a        12     0     1     1    12
  1.8555540988389876E-01 a        13     0     1     1    13
  8.5441547393424980E-02 a        14     0     1     1    14
 -2.4879466207412371E-01 a        15     0     1     1    15
 -4.3273308819385750E-02 a        16     0     1     1    16
  1.7452028579044848E-01 a        17     0     1     1    17
 -1.9042515244368421E-02 a        18     0     1     1    18
  1.1614485345859238E-01 a        19     0     1     1    19
 -1.2213963682323752E-01 a        20     0     1     1    20
 -4.6014757711763471E-02 a        21     0     1     1    21
 -4.3733604518010671E-02 a        22     0     1     1    22
 -1.1962162093176760E-02 a        23     0     1     1    23
 -2.3204466353082531E-01 a        24     0     1     1    24
 -2.8260462956667842E-01 a        25     0     1     1    25
 -3.0788082481028678E-01 a        26     0     2     1     1
  2.4601037154819882E-02 a        27     0     2     1     2
  7.8541614172100538E-01 a        28     0     2     1     3
 -1.1638135455402243E-01 a        29     0     2     1     4
 -3.6499932215921943E-01 a        30     0     2     1     5
 -4.8717748675503852E-02 a        31     0     2     1     6
 -1.1882260014650961E-01 a        32     0     2     1     7
 -6.9275752484739495E-02 a        33     0     2     1     8
 -1.5246115082401107E-01 a        34     0     2     1     9
 -3.7710862180221946E-02 a        35     0     2     1    10
 -8.5795125184678182E-03 a        36     0     2     1    11
 -4.1160551184557124E-04 a        37     0     2     1    12
  1.1171151490354667E-01 a        38     0     2     1    13
 -1.0080995384149759E-01 a        39     0     2     1    14
  1.1236757602872439E-01 a        40     0     2     1    15
 -6.6657128167930646E-01 a        41     0     2     1    16
  1.7641270040111118E-01 a        42     0     2     1    17
  4.5831549716834147E-01 a        43     0     2     1    18
 -1.5541271829689707E-01 a        44     0     2     1    19
  7.5500045510941027E-02 a        45     0     2     1    20
 -4.6311739715414794E-02 a        46     0     2     1    21
  4.5610217948589105E-01 a        47     0     2     1    22
 -6.6507467969918543E-01 a        48     0     2     1    23
 -4.7617909923360825E-02 a        49     0     2     1    24
  2.3431198793443686E-01 a        50     0     2     1    25
 -7.4737465374502005E-03 a        51     0     3     1     1
  6.2597782021754783E-02 a        52     0     3     1     2
  1.5018054644008589E-02 a        53     0     3     1     3
 -1.4280057838811838E-01 a        54     0     3     1     4
 -1.4953756418751832E-01 a        55     0     3     1     5
 -1.1565201995617373E-01 a        56     0     3     1     6
  2.2707925857870775E-02 a        57     0     3     1     7
  1.4660825151182815E-02 a        58     0     3     1     8
 -4.6981378331737239E-02 a        59     0     3     1     9
  6.2380352470420654E-02 a        60     0     3     1    10
  4.7188882003809211E-02 a        61     0     3     1    11
  1.4825443989414142E-01 a        62     0     3     1    12
  6.2438591706728261E-02 a        63     0     3     1    13
  4.1600554279066219E-02 a        64     0     3     1    14
 -1.0145248556932604E-01 a        65     0     3     1    15
 -2.2530115465357509E-02 a        66     0     3     1    16
 -1.0279484262720461E-01 a        67     0     3     1    17
 -4.2363387184187286E-02 a        68     0     3     1    18
  1.8256205046670870E-01 a        69     0     3     1    19
  1.0674678017730724E-01 a        70     0     3     1    20
  1.1566982750120311E-01 a        71     0     3     1    21
 -1.9579202047608725E-03 a        72     0     3     1    22
 -2.0813102611611622E-01 a        73     0     3     1    23
 -6.9955471398697941E-02 a        74     0     3     1    24
 -1.0684319480647081E-02 a        75     0     3     1    25
 -7.9357050069834303E-02 a        76     0     4     1     1
 -1.6205014280973113E-02 a        77     0     4     1     2
 -2.1447630860975525E-01 a        78     0     4     1     3
 -5.9550677660100075E-02 a        79     0     4     1     4
  5.2995222974704499E-02 a        80     0     4     1     5
  1.3290281051734121E-01 a        81     0     4     1     6
 -1.2824874883884896E-01 a        82     0     4     1     7
 -1.3497301042764451E-01 a        83     0     4     1     8
  1.0970555423615046E-01 a        84     0     4     1     9
  1.3860072455399894E-01 a        85     0     4     1    10
  1.7789401080852943E-01 a        86     0     4     1    11
 -1.8597646041092161E-03 a        87     0     4     1    12
  8.3972143642066149E-02 a        88     0     4     1    13
  9.7720615644631623E-03 a        89     0     4     1    14
  9.0962337547945027E-02 a        90     0     4     1    15
 -1.0436979147635064E-01 a        91     0     4     1    16
  1.8938146206118700E-01 a        92     0     4     1    17
 -7.4446145627670227E-02 a        93     0     4     1    18
  4.0054107594640224E-02 a        94     0     4     1    19
 -2.9040959097540547E-01 a        95     0     4     1    20
 -4.0205361628577664E-02 a        96     0     4     1    21
  2.3696060836078386E-01 a        97     0     4     1    22
  1.4151143210243954E-02 a        98     0     4     1    23
