################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.8104832502690960E-02 a         1     0     1     1     1
  4.4606932791630138E-02 a         2     0     1     1     2
  6.5327741143238416E-02 a         3     0     1     1     3
  6.1424097363986414E-02 a         4     0     1     1     4
  3.8347007238961381E-02 a         5     0     1     1     5
  6.7212855567137297E-02 a         6     0     1     1     6
 -2.1296928160581097E-01 a         7     0     1     1     7
  4.0793732288223111E-02 a         8     0     1     1     8
  1.1209513970513365E-02 a         9     0     1     1     9
 -3.1874670876626418E-02 a        10     0     1     1    10
  4.6762528981366416E-02 a        11     0     1     1    11
 -1.0608472213960293E-01 a        12     0     1     1    12
 -1.0395257310072356E-02 a        13     0     1     1    13
 -7.5795168727931919E-02 a        14     0     1     1    14
 -2.6024354468786570E-01 a        15     0     1     1    15
  9.3005620967397271E-02 a        16     0     1     1    16
 -2.4997449505547584E-01 a        17     0     1     1    17
  3.0162075071362281E-02 a        18     0     1     1    18
  8.8054881977673749E-02 a        19     0     1     1    19
 -1.2440331150970237E-01 a        20     0     1     1    20
  6.4448236027445621E-02 a        21     0     1     1    21
  4.0044865290713022E-02 a        22     0     1     1    22
  2.5581560403729675E-01 a        23     0     1     1    23
 -1.3392149515670705E-02 a        24     0     1     1    24
 -1.1261418582516750E-01 a        25     0     1     1    25
 -6.9999463520194566E-02 a        26     0     2     1     1
 -2.3970396512434194E-02 a        27     0     2     1     2
 -3.2390440570899466E-02 a        28     0     2     1     3
  1.0269028928584648E-01 a        29     0     2     1     4
 -1.1573134574047596E-02 a        30     0     2     1     5
 -1.5321806444098254E-01 a        31     0     2     1     6
  4.1668643124557210E-02 a        32     0     2     1     7
 -1.9760244747077430E-01 a        33     0     2     1     8
  4.3682297353473870E-02 a        34     0     2     1     9
 -1.0758926618572337E-01 a        35     0     2     1    10
 -4.5751813346792097E-02 a        36     0     2     1    11
 -1.7770827653022148E-01 a        37     0     2     1    12
 -3.4214321432589713E-02 a        38     0     2     1    13
 -2.5429584602420448E-02 a        39     0     2     1    14
  1.7064656427462269E-01 a        40     0     2     1    15
  4.6905419109886805E-02 a        41     0     2     1    16
 -4.9323137696224373E-02 a        42     0     2     1    17
 -5.1234372426760412E-02 a        43     0     2     1    18
  1.3684162061007940E-01 a        44     0     2     1    19
  1.5043239037523534E-01 a        45     0     2     1    20
  1.5827270552144498E-01 a        46     0     2     1    21
  3.7979518149971865E-02 a        47     0     2     1    22
 -2.2603598410940291E-02 a        48     0     2     1    23
 -2.2105121876284373E-01 a        49     0     2     1    24
 -8.2999528014861809E-02 a        50     0     2     1    25
  1.8731230717189346E-01 a        51     0     3     1     1
  6.7546996459869585E-02 a        52     0     3     1     2
  9.3795671467577099E-02 a        53     0     3     1     3
 -2.1229721838510265E-01 a        54     0     3     1     4
  2.0756049864330630E-02 a        55     0     3     1     5
 -2.3079325258307853E-01 a        56     0     3     1     6
  4.0775455208677071E-02 a        57     0     3     1     7
 -2.7757083954317752E-01 a        58     0     3     1     8
  1.1969504885814185E-01 a        59     0     3     1     9
  1.7560767614145014E-02 a        60     0     3     1    10
  6.3722217112713642E-02 a        61     0     3     1    11
 -8.7092703142129441E-02 a        62     0     3     1    12
  1.6757058441327338E-01 a        63     0     3     1    13
 -2.0505885166053781E-01 a        64     0     3     1    14
 -1.6486197240950143E-01 a        65     0     3     1    15
  7.1071709848564438E-02 a        66     0     3     1    16
 -1.4496553249956370E-01 a        67     0     3     1    17
  2.9597137325766205E-02 a        68     0     3     1    18
  8.4751993130301184E-02 a        69     0     3     1    19
  5.8880409924727060E-02 a        70     0     3     1    20
 -1.2518875658836398E-01 a        71     0     3     1    21
 -2.5514016613792484E-01 a        72     0     3     1    22
 -6.6107167836472289E-02 a        73     0     3     1    23
 -1.8311856647001010E-01 a        74     0     3     1    24
 -3.6118396223936039E-01 a        75     0     3     1    25
 -2.0095878775462953E-01 a        76     0     4     1     1
 -1.9160258750607409E-01 a        77     0     4     1     2
 -1.3720359574268970E-01 a        78     0     4     1     3
 -3.7525739537809154E-02 a        79     0     4     1     4
  1.8446403402861261E-01 a        80     0     4     1     5
 -2.4859047367305667E-01 a        81     0     4     1     6
 -1.4793397041888998E-01 a        82     0     4     1     7
  6.5043529300638808E-02 a        83     0     4     1     8
  1.4552680467913864E-01 a        84     0     4     1     9
 -4.6932675533763890E-04 a        85     0     4     1    10
 -1.8954504707229256E-01 a        86     0     4     1    11
  2.5770696176970770E-01 a        87     0     4     1    12
  8.9582449592831251E-02 a        88     0     4     1    13
  2.4134016654710028E-01 a        89     0     4     1    14
  1.2613694896159150E-01 a        90     0     4     1    15
 -4.4709019521386978E-02 a        91     0     4     1    16
 -2.5221260801894640E-01 a        92     0     4     1    17
 -1.1349247999662537E-01 a        93     0     4     1    18
 -3.0843290777425699E-02 a        94     0     4     1    19
  1.2845762597207500E-01 a        95     0     4     1    20
  2.7854991026564668E-01 a        96     0     4     1    21
 -1.0103240922339647E-01 a        97     0     4     1    22
 -4.3854186285853865E-02 a        98     0     4     1    23
 -3.1073287130481429E-02 a        99     0     4     1    24
 -3.4259921904487567E-02 a       100     0     4     1    25
 -4.0344358769599803E-01 a       101     0     5     1     1
  1.6340022921398342E-01 a       102     0     5     1     2
 -2.2732440798471035E-01 a       103     0     5     1     3
 -8.2056073821754755E-02 a       104     0     5     1     4
 -6.2380071393513120E-02 a       105     0     5     1     5
  2.8039176525019988E-01 a       106     0     5     1     6
  3.0881509381007262E-02 a       107     0     5     1     7
 -1.6504517268743646E-01 a       108     0     5     1     8
 -8.6414726518478910E-02 a       109     0     5     1     9
 -8.7534658759488501E-03 a       110     0     5     1    10
  6.2888801982461745E-02 a       111     0     5     1    11
 -1.3449662040065695E-02 a       112     0     5     1    12
 -3.0481064118355397E-03 a       113     0     5     1    13
 -7.5912159407535054E-02 a       114     0     5     1    14
  1.4927931431518957E-01 a       115     0     5     1    15
 -1.9238190232609823E-02 a       116     0     5     1    16
  6.5011468528325428E-02 a       117     0     5     1    17
 -3.1627848723274726E-01 a       118     0     5     1    18
 -1.4710070383941053E-02 a       119     0     5     1    19
  1.3712741159336458E-01 a       120     0     5     1    20
 -1.5321560727769110E-01 a       121     0     5     1    21
  4.3913118299814445E-02 a       122     0     5     1    22
 -1.5643426203808999E-01 a       123     0     5     1    23
  1.4934012411818851E-01 a       124     0     5     1    24
 -1.5504787269268872E-01 a       125     0     5     1    25
  1.8739204235949738E-01 a       126     0     6     1     1
 -2.2587070327464598E-02 a       127     0     6     1     2
 -6.9304463502479430E-02 a       128     0     6     1     3
  3.4500005496665891E-03 a       129     0     6     1     4
  2.9824755515525918E-02 a       130     0     6     1     5
  1.0468875449611013E-01 a       131     0     6     1     6
 -3.7570218717443107E-02 a       132     0     6     1     7
  2.0164798638637826E-01 a       133     0     6     1     8
 -1.4016227508147147E-01 a       134     0     6     1     9
 -1.3444860318380711E-01 a       135     0     6     1    10
 -1.2788249652761949E-01 a       136     0     6     1    11
  2.1967511508584533E-01 a       137     0     6     1    12
  1.3245343612479332E-01 a       138     0     6     1    13
  1.5188405522090268E-01 a       139     0     6     1    14
  1.2421205721262807E-01 a       140     0     6     1    15
 -1.3978535121935798E-01 a       141     0     6     1    16
  1.6460929789741605E-01 a       142     0     6     1    17
  1.0555109230335689E-01 a       143     0     6     1    18
 -4.2535233091917077E-02 a       144     0     6     1    19
 -1.9766438173620179E-01 a       145     0     6     1    20
 -2.0241472173595773E-01 a       146     0     6     1    21
 -2.4863932423403046E-01 a       147     0     6     1    22
  1.1250069691255463E-01 a       148     0     6     1    23
  9.7979262742239767E-02 a       149     0     6     1    24
  3.1910342222116334E-01 a       150     0     6     1    25
 -8.1172201498336885E-02 a       151     0     7     1     1
 -5.0794797192684739E-02 a       152     0     7     1     2
  1.0876526411521260E-01 a       153     0     7     1     3
 -1.3854104809463332E-02 a       154     0     7     1     4
 -5.9636942203354172E-02 a       155     0     7     1     5
  1.8387258456868336E-01 a       156     0     7     1     6
  2.0481455619294819E-01 a       157     0     7     1     7
  7.9001762265572636E-02 a       158     0     7     1     8
  5.1900407686475018E-02 a       159     0     7     1     9
 -8.9551668328973905E-02 a       160     0     7     1    10
