################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.7194999800187488E-01 a         1     0     1     1     1
  1.9742646131277113E-02 a         2     0     1     1     2
  2.7990595377703548E-01 a         3     0     1     1     3
 -3.3812451075373945E-01 a         4     0     1     1     4
 -2.2650037199751435E-02 a         5     0     1     1     5
  3.5944962717609985E-01 a         6     0     1     1     6
  2.3593220793275907E-01 a         7     0     1     1     7
 -2.4957737916778339E-01 a         8     0     1     1     8
 -2.1810545623447211E-02 a         9     0     1     1     9
 -1.8873684466089086E-01 a        10     0     1     1    10
  1.4946070531033992E-01 a        11     0     1     1    11
  2.1827392605288157E-01 a        12     0     1     1    12
  2.1557114944649966E-01 a        13     0     1     1    13
 -5.0155947657075338E-02 a        14     0     1     1    14
  1.2803637594925210E-01 a        15     0     1     1    15
 -2.7316487709971051E-02 a        16     0     1     1    16
 -1.1582561054327867E-01 a        17     0     1     1    17
  1.2841743301875722E-01 a        18     0     1     1    18
 -9.0995550272173181E-02 a        19     0     1     1    19
 -1.4254996057051322E-01 a        20     0     1     1    20
  1.0328737447646771E-01 a        21     0     1     1    21
 -5.8437127524066351E-02 a        22     0     1     1    22
  1.1729645629285014E-01 a        23     0     1     1    23
 -4.6946322700032510E-02 a        24     0     1     1    24
  9.3287487264950564E-02 a        25     0     1     1    25
  7.8939104860695164E-02 a        26     0     2     1     1
 -4.4788352612626897E-02 a        27     0     2     1     2
  1.7411016998654438E-01 a        28     0     2     1     3
  9.4068917510090139E-02 a        29     0     2     1     4
  8.5479689603946835E-02 a        30     0     2     1     5
 -3.5257711943182841E-02 a        31     0     2     1     6
  9.1756918355819037E-03 a        32     0     2     1     7
 -5.4368852796796513E-02 a        33     0     2     1     8
 -6.7294978485049506E-02 a        34     0     2     1     9
 -3.9568271053630921E-01 a        35     0     2     1    10
 -2.2358633137697551E-01 a        36     0     2     1    11
  1.2874489835734343E-01 a        37     0     2     1    12
 -7.2931920947645196E-02 a        38     0     2     1    13
  1.0054365106025043E-01 a        39     0     2     1    14
 -1.8472993442649920E-02 a        40     0     2     1    15
  1.5425464131041838E-01 a        41     0     2     1    16
  5.8554487647108203E-02 a        42     0     2     1    17
  1.1758147519232202E-01 a        43     0     2     1    18
  4.7339193239396830E-02 a        44     0     2     1    19
 -9.8720441718286714E-02 a        45     0     2     1    20
