################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.8160080438373118E-02 a         1     0     1     1     1
  4.7839416233340620E-02 a         2     0     1     1     2
 -6.8108205040023531E-02 a         3     0     1     1     3
 -3.3260166890603078E-02 a         4     0     1     1     4
  8.6977041087665324E-02 a         5     0     1     1     5
  2.9896104456753375E-01 a         6     0     1     1     6
  1.1711029795118083E-01 a         7     0     1     1     7
 -2.4242266745071397E-01 a         8     0     1     1     8
 -3.0563749836372778E-02 a         9     0     1     1     9
 -1.0736785427440657E-01 a        10     0     1     1    10
 -3.9160529640149030E-02 a        11     0     1     1    11
 -3.6801072825365745E-02 a        12     0     1     1    12
  6.6855567620716427E-02 a        13     0     1     1    13
  3.0297369397433638E-01 a        14     0     1     1    14
  1.0608370521696842E-01 a        15     0     1     1    15
  2.1194848876860049E-02 a        16     0     1     1    16
 -1.4571710015667153E-01 a        17     0     1     1    17
  6.5018177248036130E-02 a        18     0     1     1    18
 -2.1575251517726829E-01 a        19     0     1     1    19
 -1.0639220739592499E-01 a        20     0     1     1    20
 -1.6176953744352539E-02 a        21     0     1     1    21
  1.2028268272972642E-01 a        22     0     1     1    22
  5.4714822480994039E-02 a        23     0     1     1    23
  2.7450399669022598E-02 a        24     0     1     1    24
  2.7954049457108199E-01 a        25     0     1     1    25
 -1.8038886574056998E-01 a        26     0     2     1     1
 -9.6692954982158172E-02 a        27     0     2     1     2
 -2.3309126880868650E-01 a        28     0     2     1     3
  1.0921139754753763E-01 a        29     0     2     1     4
 -1.9115575358564039E-02 a        30     0     2     1     5
  2.9603325270968407E-02 a        31     0     2     1     6
  1.3780709140453101E-01 a        32     0     2     1     7
  2.2261488780642522E-01 a        33     0     2     1     8
 -1.9726178717643375E-01 a        34     0     2     1     9
  1.7675672463087674E-01 a        35     0     2     1    10
 -1.6587707195317652E-01 a        36     0     2     1    11
 -8.4187038697473501E-02 a        37     0     2     1    12
  7.2928869228630053E-02 a        38     0     2     1    13
  1.2927349960143217E-01 a        39     0     2     1    14
  9.9027952937422892E-02 a        40     0     2     1    15
  2.9055218529207200E-01 a        41     0     2     1    16
  7.0251481380231101E-02 a        42     0     2     1    17
  1.7474764439921239E-02 a        43     0     2     1    18
  1.9942887794861381E-02 a        44     0     2     1    19
 -7.1290314991635143E-02 a        45     0     2     1    20
  9.2455707398998083E-02 a        46     0     2     1    21
 -9.4996418666391483E-02 a        47     0     2     1    22
 -3.0323396113205603E-01 a        48     0     2     1    23
  2.1842563941922880E-01 a        49     0     2     1    24
  5.9640437538069260E-02 a        50     0     2     1    25
 -2.9704341264244451E-02 a        51     0     3     1     1
  2.1503511361081296E-02 a        52     0     3     1     2
 -1.5850845856420914E-01 a        53     0     3     1     3
  1.1564338061252993E-01 a        54     0     3     1     4
 -9.3915057135050536E-02 a        55     0     3     1     5
 -1.5633332756231805E-01 a        56     0     3     1     6
 -3.8960679605368420E-02 a        57     0     3     1     7
