################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.8686480694134370E-01 a         1     0     1     1     1
 -5.8567104652962200E-02 a         2     0     1     1     2
 -7.6034700537197664E-01 a         3     0     1     1     3
 -2.4088834019465444E-01 a         4     0     1     1     4
  9.0347275588665996E-02 a         5     0     1     1     5
 -7.2060756275782822E-01 a         6     0     1     1     6
  1.2789833305749341E+00 a         7     0     1     1     7
 -9.6562149640218656E-03 a         8     0     1     1     8
  7.2183030432585593E-01 a         9     0     1     1     9
 -3.6877031273652711E-01 a        10     0     1     1    10
 -2.2441612895753965E-01 a        11     0     1     1    11
 -3.6005065318433491E-02 a        12     0     1     1    12
  2.7919187118242850E-01 a        13     0     1     1    13
  4.3458797581582394E-02 a        14     0     1     1    14
 -2.2738419533234347E-01 a        15     0     1     1    15
  3.2243337606739531E-01 a        16     0     1     1    16
  2.2098634569469403E-01 a        17     0     1     1    17
 -1.3307808680358837E-01 a        18     0     1     1    18
  1.2783591809178386E-02 a        19     0     1     1    19
 -5.9096138317399749E-01 a        20     0     1     1    20
 -1.0149442881308415E-01 a        21     0     1     1    21
 -1.8632975993087758E-01 a        22     0     1     1    22
 -1.1474472685186012E+00 a        23     0     1     1    23
 -6.4082623947786799E-02 a        24     0     1     1    24
  6.0676672095948195E-02 a        25     0     1     1    25
  9.4928615326634630E-02 a        26     0     2     1     1
 -1.9379171553479457E-01 a        27     0     2     1     2
  4.5726365250570922E-01 a        28     0     2     1     3
 -1.0706464637844378E-01 a        29     0     2     1     4
  2.3260312032456770E-01 a        30     0     2     1     5
  4.4426618054381711E-01 a        31     0     2     1     6
 -2.0486177881429344E-02 a        32     0     2     1     7
  1.0133968023588183E-01 a        33     0     2     1     8
  7.9069088632398296E-02 a        34     0     2     1     9
 -7.1220783833963228E-02 a        35     0     2     1    10
 -3.6519806581451686E-03 a        36     0     2     1    11
 -7.0956053634835148E-01 a        37     0     2     1    12
  3.8181140466140473E-01 a        38     0     2     1    13
 -5.1979825506554223E-01 a        39     0     2     1    14
  1.2646776927076181E-01 a        40     0     2     1    15
 -4.1701193843546042E-01 a        41     0     2     1    16
  9.7365682918354873E-02 a        42     0     2     1    17
 -2.3742192839542123E-01 a        43     0     2     1    18
 -7.3620862301696155E-01 a        44     0     2     1    19
 -1.0193902751732884E+00 a        45     0     2     1    20
  4.9511914453504685E-01 a        46     0     2     1    21
 -1.9423199344846756E-01 a        47     0     2     1    22
 -2.9607328295655722E-01 a        48     0     2     1    23
  1.1037465075103289E-01 a        49     0     2     1    24
 -1.9948763884041326E-01 a        50     0     2     1    25
 -3.0979564308844222E-02 a        51     0     3     1     1
  1.9288743275723211E-01 a        52     0     3     1     2
  8.2717155556418023E-02 a        53     0     3     1     3
  8.6231270663626278E-02 a        54     0     3     1     4
  2.1077652942580086E-01 a        55     0     3     1     5
 -2.1493977449089616E-01 a        56     0     3     1     6
 -1.3717134815366580E-01 a        57     0     3     1     7
 -7.4778494632538911E-02 a        58     0     3     1     8
 -3.2626776188594270E-01 a        59     0     3     1     9
  6.7853788867503595E-02 a        60     0     3     1    10
 -1.2411359813104518E-01 a        61     0     3     1    11
 -2.7736007679769287E-01 a        62     0     3     1    12
