################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  8.3781168766127283E-03 a         1     0     1     1     1
 -1.2839393146864531E-01 a         2     0     1     1     2
  1.6632413505081153E-01 a         3     0     1     1     3
 -1.1182401503531324E-01 a         4     0     1     1     4
  9.1825162786947356E-03 a         5     0     1     1     5
  2.1123939609874409E-02 a         6     0     1     1     6
 -1.4074287464390736E-01 a         7     0     1     1     7
  7.5186766785754963E-02 a         8     0     1     1     8
  9.9652761089553385E-02 a         9     0     1     1     9
  1.4851538146380371E-02 a        10     0     1     1    10
  5.3562120244538686E-02 a        11     0     1     1    11
 -1.2883770005489312E-01 a        12     0     1     1    12
  4.1581833106793184E-02 a        13     0     1     1    13
 -5.1904384682002182E-02 a        14     0     1     1    14
 -1.0057427422842090E-01 a        15     0     1     1    15
  1.3490144251726691E-01 a        16     0     1     1    16
  8.5340692338881613E-02 a        17     0     1     1    17
 -8.8076469388492749E-03 a        18     0     1     1    18
 -7.1550846192850459E-02 a        19     0     1     1    19
 -9.1135035376865528E-02 a        20     0     1     1    20
  9.6625896115609525E-02 a        21     0     1     1    21
 -2.1870260817450606E-02 a        22     0     1     1    22
  1.8546636124705581E-03 a        23     0     1     1    23
  6.1347167058002250E-02 a        24     0     1     1    24
  2.1959529415636815E-02 a        25     0     1     1    25
  7.1994571723654005E-02 a        26     0     2     1     1
  3.0865370638562591E-03 a        27     0     2     1     2
 -1.5705965566295454E-01 a        28     0     2     1     3
 -3.3954041301877439E-04 a        29     0     2     1     4
  3.9442172850770625E-02 a        30     0     2     1     5
  3.3865683717368818E-02 a        31     0     2     1     6
  5.0148517102235050E-02 a        32     0     2     1     7
  9.2724044457973082E-02 a        33     0     2     1     8
 -1.8017633091393470E-01 a        34     0     2     1     9
  1.8987292452076060E-02 a        35     0     2     1    10
 -2.1101633472540532E-01 a        36     0     2     1    11
 -2.9784815328714066E-02 a        37     0     2     1    12
 -6.0402675379219187E-02 a        38     0     2     1    13
  1.0758436491526656E-02 a        39     0     2     1    14
  7.1652128664824524E-02 a        40     0     2     1    15
  2.3308689883217413E-02 a        41     0     2     1    16
 -3.4590523100862419E-01 a        42     0     2     1    17
  1.3442184820310629E-01 a        43     0     2     1    18
 -1.8796198780057294E-01 a        44     0     2     1    19
  1.0620709814473032E-01 a        45     0     2     1    20
 -6.9158146956617809E-03 a        46     0     2     1    21
  2.0501585007231128E-02 a        47     0     2     1    22
  7.4762447591684447E-02 a        48     0     2     1    23
 -1.0047266765421368E-01 a        49     0     2     1    24
  2.5301838442241942E-01 a        50     0     2     1    25
  5.4510258040734658E-02 a        51     0     3     1     1
 -1.0779870083487250E-01 a        52     0     3     1     2
 -3.3800971901676649E-02 a        53     0     3     1     3
  1.0975172011903268E-01 a        54     0     3     1     4
  9.0098548256509745E-02 a        55     0     3     1     5
  1.2166511489200568E-01 a        56     0     3     1     6
 -2.7836810923166724E-02 a        57     0     3     1     7
 -1.2986644138067130E-01 a        58     0     3     1     8
  1.7950656965021611E-01 a        59     0     3     1     9
 -8.5809231798206431E-02 a        60     0     3     1    10
 -2.1720516654336092E-01 a        61     0     3     1    11
  5.5024105156897304E-02 a        62     0     3     1    12
 -3.3093531638745524E-02 a        63     0     3     1    13
  1.3177941674470392E-01 a        64     0     3     1    14
 -4.3731963104826840E-02 a        65     0     3     1    15
  4.8544966278451306E-02 a        66     0     3     1    16
  1.7572030381049292E-01 a        67     0     3     1    17
  1.8441354086968769E-02 a        68     0     3     1    18
  3.4712683088852288E-02 a        69     0     3     1    19
  4.0169836175617014E-02 a        70     0     3     1    20
  1.6641107423098073E-02 a        71     0     3     1    21
 -7.2571834928089732E-02 a        72     0     3     1    22
 -1.1332928429352442E-02 a        73     0     3     1    23
 -1.7075486996711542E-01 a        74     0     3     1    24
  5.6132492054278886E-02 a        75     0     3     1    25
  5.3719793160245166E-02 a        76     0     4     1     1
 -1.3933347497997770E-01 a        77     0     4     1     2
 -1.4151682696983517E-01 a        78     0     4     1     3
 -1.9433922263451811E-01 a        79     0     4     1     4
  6.5358664365858549E-02 a        80     0     4     1     5
 -4.3740567739566270E-02 a        81     0     4     1     6
 -5.8128420179649851E-02 a        82     0     4     1     7
 -6.2783800618022259E-02 a        83     0     4     1     8
 -1.1523919536304800E-01 a        84     0     4     1     9
  2.7703651434472450E-02 a        85     0     4     1    10
  5.2889628298750845E-02 a        86     0     4     1    11
 -3.1279099649725300E-01 a        87     0     4     1    12
  1.3521517765407445E-01 a        88     0     4     1    13
  2.1873918761926951E-03 a        89     0     4     1    14
 -1.2457475712171587E-01 a        90     0     4     1    15
  3.3256778051910817E-02 a        91     0     4     1    16
  8.5384952490207555E-02 a        92     0     4     1    17
  1.3480139098551611E-01 a        93     0     4     1    18
  1.4345595290591542E-01 a        94     0     4     1    19
  2.6467777675343949E-02 a        95     0     4     1    20
 -2.2686707064203968E-01 a        96     0     4     1    21
 -1.7770108531175113E-01 a        97     0     4     1    22
 -1.2005837518769071E-02 a        98     0     4     1    23
 -2.2499662043503735E-02 a        99     0     4     1    24
  1.8157175729589856E-01 a       100     0     4     1    25
 -1.6896613861332566E-02 a       101     0     5     1     1
  1.1589339064390478E-01 a       102     0     5     1     2
 -2.1145041729545243E-02 a       103     0     5     1     3
  3.8789461091561389E-01 a       104     0     5     1     4
 -8.2071454902476915E-02 a       105     0     5     1     5
  7.0539607268225057E-02 a       106     0     5     1     6
  6.3060494168025649E-03 a       107     0     5     1     7
 -2.9999888863105034E-01 a       108     0     5     1     8
 -3.5868411804728578E-02 a       109     0     5     1     9
 -1.6309829554692079E-01 a       110     0     5     1    10
 -2.2324324913768773E-01 a       111     0     5     1    11
  1.4278082597811526E-01 a       112     0     5     1    12
  6.1931440442335187E-02 a       113     0     5     1    13
  1.3586010827279466E-01 a       114     0     5     1    14
  1.5111330569190620E-01 a       115     0     5     1    15
