################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.7047232342918206E-01 a         1     0     1     1     1
 -2.2703383303565413E-02 a         2     0     1     1     2
 -1.3093305080236028E-01 a         3     0     1     1     3
  1.3164253367317891E-01 a         4     0     1     1     4
 -3.3391887173840251E-01 a         5     0     1     1     5
 -1.2427794814699611E-01 a         6     0     1     1     6
 -4.2288120737411061E-02 a         7     0     1     1     7
 -1.0174252509518095E-01 a         8     0     1     1     8
  1.8199571945158213E-01 a         9     0     1     1     9
  2.8084046917455951E-01 a        10     0     1     1    10
  1.9755893605990604E-01 a        11     0     1     1    11
  6.1578530615735205E-02 a        12     0     1     1    12
 -7.2149112219516337E-02 a        13     0     1     1    13
 -1.7029507152057943E-01 a        14     0     1     1    14
 -1.7719221909447805E-01 a        15     0     1     1    15
  1.8261995118563901E-01 a        16     0     1     1    16
  2.7789566260836907E-01 a        17     0     1     1    17
 -1.0719626485850353E-01 a        18     0     1     1    18
 -1.7122673889005285E-01 a        19     0     1     1    19
  1.2244982122508018E-01 a        20     0     1     1    20
 -2.7298462417847613E-01 a        21     0     1     1    21
 -1.8269687025656658E-01 a        22     0     1     1    22
 -2.5064442238123008E-01 a        23     0     1     1    23
 -1.4354483120805481E-01 a        24     0     1     1    24
 -3.9481593497906692E-03 a        25     0     1     1    25
 -1.0235207172355322E-01 a        26     0     2     1     1
 -5.8301353367877853E-02 a        27     0     2     1     2
  1.5195546259284062E-01 a        28     0     2     1     3
  8.6498380883181555E-02 a        29     0     2     1     4
 -1.7162095738995201E-01 a        30     0     2     1     5
 -4.9256536682958221E-02 a        31     0     2     1     6
 -8.4727582767612525E-02 a        32     0     2     1     7
 -1.8941718703927210E-01 a        33     0     2     1     8
 -1.2560870548298630E-01 a        34     0     2     1     9
 -2.2310960964432115E-02 a        35     0     2     1    10
 -1.1985512592698837E-01 a        36     0     2     1    11
  7.8738017212490893E-02 a        37     0     2     1    12
 -1.8615586334865530E-01 a        38     0     2     1    13
  1.1140275012948600E-01 a        39     0     2     1    14
  1.1008312850537914E-02 a        40     0     2     1    15
 -2.6115163012571180E-01 a        41     0     2     1    16
  2.1117029896132643E-02 a        42     0     2     1    17
  2.0450040177958542E-01 a        43     0     2     1    18
 -1.5549903919631228E-01 a        44     0     2     1    19
  1.4237704565986498E-01 a        45     0     2     1    20
 -2.1260579528019885E-01 a        46     0     2     1    21
 -2.1235185473415677E-01 a        47     0     2     1    22
  2.6426617615573286E-02 a        48     0     2     1    23
 -9.6297913858515383E-02 a        49     0     2     1    24
 -1.1934552342561801E-01 a        50     0     2     1    25
 -1.8959949633927045E-01 a        51     0     3     1     1
 -9.4092009733134904E-02 a        52     0     3     1     2
 -1.1345597547090852E-02 a        53     0     3     1     3
  2.6810908709206546E-02 a        54     0     3     1     4
 -5.6006149530670311E-02 a        55     0     3     1     5
 -1.1003752652908746E-01 a        56     0     3     1     6
  2.2867855688922983E-01 a        57     0     3     1     7
 -1.4674755163477146E-01 a        58     0     3     1     8
 -1.0389374175026680E-01 a        59     0     3     1     9
  1.0076692731947920E-01 a        60     0     3     1    10
  9.2397017294726505E-02 a        61     0     3     1    11
 -2.4528036434613047E-02 a        62     0     3     1    12
  9.9518829813326451E-02 a        63     0     3     1    13
 -1.4240012719002001E-01 a        64     0     3     1    14
  2.5854222857635410E-02 a        65     0     3     1    15
  2.2903440314339962E-01 a        66     0     3     1    16
  2.0127710982095138E-02 a        67     0     3     1    17
  2.8090206177605187E-01 a        68     0     3     1    18
  1.2080090402186830E-01 a        69     0     3     1    19
 -6.8845781048895729E-02 a        70     0     3     1    20
 -1.1162597001856568E-01 a        71     0     3     1    21
  2.7757243026998912E-01 a        72     0     3     1    22
  2.2121040404629988E-01 a        73     0     3     1    23
  1.4607929736856370E-01 a        74     0     3     1    24
 -1.3326788255730070E-02 a        75     0     3     1    25
  4.0591863599027521E-02 a        76     0     4     1     1
 -3.1337685452212732E-01 a        77     0     4     1     2
  6.9410657847851970E-02 a        78     0     4     1     3
 -1.3799775551071933E-01 a        79     0     4     1     4
  1.4888114373149061E-01 a        80     0     4     1     5
 -1.2863929925944567E-01 a        81     0     4     1     6
 -1.2056413579908416E-01 a        82     0     4     1     7
 -7.8367767617899903E-02 a        83     0     4     1     8
 -1.5395005585406932E-01 a        84     0     4     1     9
  2.7382050513628894E-02 a        85     0     4     1    10
  2.4437842615328127E-02 a        86     0     4     1    11
 -1.0652793281385797E-01 a        87     0     4     1    12
 -1.3797842572321684E-01 a        88     0     4     1    13
  2.0468939028666167E-01 a        89     0     4     1    14
  1.3214555227669722E-01 a        90     0     4     1    15
 -2.5187873344260082E-02 a        91     0     4     1    16
  2.6976223755398387E-02 a        92     0     4     1    17
  1.0109457512067234E-01 a        93     0     4     1    18
  6.9595516108772584E-02 a        94     0     4     1    19
  3.4402281908738508E-01 a        95     0     4     1    20
 -8.1944016121265548E-02 a        96     0     4     1    21
 -5.2382735424750658E-02 a        97     0     4     1    22
 -1.6774810990616465E-01 a        98     0     4     1    23
 -2.4849331664222762E-01 a        99     0     4     1    24
  2.3258826267301444E-01 a       100     0     4     1    25
  3.9332200119744296E-02 a       101     0     5     1     1
  2.3889726482441663E-02 a       102     0     5     1     2
  1.4799637559508461E-01 a       103     0     5     1     3
 -6.7321574803110976E-02 a       104     0     5     1     4
 -1.2065422111272457E-01 a       105     0     5     1     5
  9.2123144252995448E-02 a       106     0     5     1     6
  1.9163230322106495E-01 a       107     0     5     1     7
 -5.7785401776884009E-02 a       108     0     5     1     8
  4.4445998442349414E-02 a       109     0     5     1     9
 -8.9779280696151792E-02 a       110     0     5     1    10
 -2.6833339304596948E-01 a       111     0     5     1    11
  1.1953943334703150E-02 a       112     0     5     1    12
  2.8541016909170036E-01 a       113     0     5     1    13
 -2.0252949862067823E-01 a       114     0     5     1    14
 -2.3703343938369695E-01 a       115     0     5     1    15
  2.2452536629733719E-01 a       116     0     5     1    16
 -2.2690967759605669E-02 a       117     0     5     1    17
 -2.4612360310166409E-01 a       118     0     5     1    18
 -3.6380382286098904E-02 a       119     0     5     1    19
 -8.9782239731733576E-02 a       120     0     5     1    20
  3.6025544262820237E-02 a       121     0     5     1    21
  1.2027471071733570E-01 a       122     0     5     1    22
  1.0106602519461855E-01 a       123     0     5     1    23
 -1.6665695251445418E-02 a       124     0     5     1    24
 -3.4192818180550894E-02 a       125     0     5     1    25
  1.4039096113805463E-01 a       126     0     6     1     1
  1.6036963908783511E-01 a       127     0     6     1     2
 -1.3579621367029934E-01 a       128     0     6     1     3
 -8.0977738335246394E-02 a       129     0     6     1     4
  5.4295095169513474E-02 a       130     0     6     1     5
  2.0845932284912022E-01 a       131     0     6     1     6
  1.8512803392771721E-01 a       132     0     6     1     7
  1.2650767778564925E-01 a       133     0     6     1     8
  4.0897805979860549E-02 a       134     0     6     1     9
 -2.8988494039618257E-01 a       135     0     6     1    10
  9.5857614634317537E-02 a       136     0     6     1    11
 -1.2927477298515178E-02 a       137     0     6     1    12
 -7.2914836177706333E-02 a       138     0     6     1    13
 -6.2809450429136660E-02 a       139     0     6     1    14
  8.1944438760304605E-02 a       140     0     6     1    15
  1.7467501032208882E-01 a       141     0     6     1    16
 -5.5752008115491553E-02 a       142     0     6     1    17
 -9.7043860871813756E-03 a       143     0     6     1    18
  9.0785878854852342E-02 a       144     0     6     1    19
 -7.1686335634472853E-02 a       145     0     6     1    20
  3.1188081723068550E-01 a       146     0     6     1    21
  1.9880903060485108E-01 a       147     0     6     1    22
  7.8128549126719515E-02 a       148     0     6     1    23
  2.0841583845089162E-01 a       149     0     6     1    24
  5.0235412915393671E-02 a       150     0     6     1    25
  3.2294280996395010E-02 a       151     0     7     1     1
 -4.2668611331999493E-02 a       152     0     7     1     2
 -3.2252896384475649E-01 a       153     0     7     1     3
 -1.4768348680342094E-01 a       154     0     7     1     4
  5.5923154964491129E-02 a       155     0     7     1     5
 -2.5252888843796623E-01 a       156     0     7     1     6
 -1.1527800115383596E-02 a       157     0     7     1     7
  1.0641805965026715E-02 a       158     0     7     1     8
 -1.3663844223597327E-01 a       159     0     7     1     9
 -1.6675790762880002E-01 a       160     0     7     1    10
  1.2670596584219487E-01 a       161     0     7     1    11
  1.1948168863066917E-01 a       162     0     7     1    12
 -2.7443186866381863E-01 a       163     0     7     1    13
  2.7685403081890703E-01 a       164     0     7     1    14
  2.3358860852623414E-01 a       165     0     7     1    15
  2.2151289232316890E-01 a       166     0     7     1    16
 -1.7561388146304641E-01 a       167     0     7     1    17
  5.0393556326224810E-03 a       168     0     7     1    18
 -3.4172663553006750E-02 a       169     0     7     1    19
 -1.6429675973968169E-01 a       170     0     7     1    20
