################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.5124287317981905E-01 a         1     0     1     1     1
  1.9260684566993289E-02 a         2     0     1     1     2
 -3.9193673320479794E-02 a         3     0     1     1     3
 -6.0221529815306700E-02 a         4     0     1     1     4
 -4.9794516811118694E-01 a         5     0     1     1     5
 -1.8263456156743146E-01 a         6     0     1     1     6
 -7.1662542678575511E-02 a         7     0     1     1     7
 -3.5042297195452299E-01 a         8     0     1     1     8
 -7.2369889200794204E-03 a         9     0     1     1     9
 -9.8113564391000455E-02 a        10     0     1     1    10
  1.2068242457527361E-03 a        11     0     1     1    11
  2.6944331875360127E-02 a        12     0     1     1    12
 -3.5665364072867377E-02 a        13     0     1     1    13
 -1.4742048184500944E-01 a        14     0     1     1    14
 -6.7477912362811560E-02 a        15     0     1     1    15
 -2.8668699525239727E-01 a        16     0     1     1    16
  5.7611333301297363E-01 a        17     0     1     1    17
 -6.9072610026190462E-01 a        18     0     1     1    18
 -6.1900852704891918E-01 a        19     0     1     1    19
 -1.0765363429914204E-01 a        20     0     1     1    20
  5.4125135010021763E-01 a        21     0     1     1    21
  2.8087394608808286E-01 a        22     0     1     1    22
 -1.8398800916827784E-01 a        23     0     1     1    23
  1.8415682706446043E-01 a        24     0     1     1    24
 -7.9815119630867820E-02 a        25     0     1     1    25
  9.6474807725771605E-02 a        26     0     2     1     1
 -2.8497927156501340E-01 a        27     0     2     1     2
  3.9972224597864890E-02 a        28     0     2     1     3
  2.8057908927982378E-02 a        29     0     2     1     4
 -2.0295568902298594E-01 a        30     0     2     1     5
 -4.0053988241757887E-01 a        31     0     2     1     6
  1.5281301815031753E-01 a        32     0     2     1     7
  3.8446857586687437E-03 a        33     0     2     1     8
  1.3068355632059908E-01 a        34     0     2     1     9
 -4.6912379015745848E-01 a        35     0     2     1    10
  9.7000860185576576E-02 a        36     0     2     1    11
 -1.0553406158214772E-01 a        37     0     2     1    12
 -1.4355707712994983E+00 a        38     0     2     1    13
  2.0277196497006475E-01 a        39     0     2     1    14
 -8.4910886774070571E-01 a        40     0     2     1    15
 -5.9079861842117269E-02 a        41     0     2     1    16
  6.5816403631346151E-02 a        42     0     2     1    17
  2.3206804602500894E-01 a        43     0     2     1    18
  3.3446929734515150E-02 a        44     0     2     1    19
  2.8858846354520826E-02 a        45     0     2     1    20
  5.7715152905671092E-02 a        46     0     2     1    21
  8.5931350850419433E-02 a        47     0     2     1    22
  1.9825600833943935E-01 a        48     0     2     1    23
 -1.4824104403590571E-01 a        49     0     2     1    24
  2.6223525829112510E-01 a        50     0     2     1    25
  1.0562543406643708E-01 a        51     0     3     1     1
  8.6785453539589774E-02 a        52     0     3     1     2
  3.5745668103637045E-02 a        53     0     3     1     3
 -1.3417283631687979E-01 a        54     0     3     1     4
 -6.2510053077871969E-02 a        55     0     3     1     5
  1.5304671508656248E-01 a        56     0     3     1     6
  2.3174752413724428E-01 a        57     0     3     1     7
 -1.3050990818767336E-01 a        58     0     3     1     8
 -7.1409713863812882E-02 a        59     0     3     1     9
  7.8411402634690347E-02 a        60     0     3     1    10
  1.6967260693260489E-01 a        61     0     3     1    11
  9.8373366377821667E-02 a        62     0     3     1    12
 -9.5032662047784197E-02 a        63     0     3     1    13
  5.6092455347818634E-02 a        64     0     3     1    14
  1.6024667564182801E-01 a        65     0     3     1    15
 -5.3576956190191059E-02 a        66     0     3     1    16
 -2.2348786142627733E-01 a        67     0     3     1    17
 -4.7530576405826523E-02 a        68     0     3     1    18
  3.4392813456896668E-03 a        69     0     3     1    19
  2.9798495764113264E-01 a        70     0     3     1    20
  1.6795605054197879E-01 a        71     0     3     1    21
 -1.4167092255200028E-01 a        72     0     3     1    22
  7.7556951236024158E-02 a        73     0     3     1    23
 -1.0100802644874136E-01 a        74     0     3     1    24
  1.4157786175664541E-01 a        75     0     3     1    25
  3.5863551597527099E-01 a        76     0     4     1     1
 -1.4641073469742999E-01 a        77     0     4     1     2
  4.5181257141553952E-02 a        78     0     4     1     3
 -5.9256286079727091E-03 a        79     0     4     1     4
  6.0245301146731316E-02 a        80     0     4     1     5
  4.9629724897019160E-02 a        81     0     4     1     6
  1.6851963077807089E-01 a        82     0     4     1     7
  7.1366388353202553E-02 a        83     0     4     1     8
  3.2463509427024764E-02 a        84     0     4     1     9
 -7.3244418384405097E-02 a        85     0     4     1    10
  1.1351735777713728E-01 a        86     0     4     1    11
 -7.0272347788437849E-03 a        87     0     4     1    12
 -1.5795091079377210E-01 a        88     0     4     1    13
 -1.0256109739656720E-01 a        89     0     4     1    14
 -2.8431905392362383E-03 a        90     0     4     1    15
 -3.2367241249189760E-01 a        91     0     4     1    16
 -1.7891875843412217E-01 a        92     0     4     1    17
  1.8406188095891951E-02 a        93     0     4     1    18
 -1.1563919147794800E-01 a        94     0     4     1    19
 -8.8306861205860843E-02 a        95     0     4     1    20
 -3.1170719001221325E-01 a        96     0     4     1    21
 -8.1828659654106503E-02 a        97     0     4     1    22
  7.1359356208601760E-02 a        98     0     4     1    23
 -6.2708386617343542E-02 a        99     0     4     1    24
  9.1711557014772752E-02 a       100     0     4     1    25
 -1.7760615930734541E-01 a       101     0     5     1     1
 -4.7038486239358840E-01 a       102     0     5     1     2
  5.6944671561368054E-01 a       103     0     5     1     3
  6.0418003255774111E-01 a       104     0     5     1     4
  2.6760770031950015E-01 a       105     0     5     1     5
  1.5914681696939184E-01 a       106     0     5     1     6
  2.7159224361188944E-01 a       107     0     5     1     7
  2.3861958788681889E-01 a       108     0     5     1     8
  2.7478627418532459E-01 a       109     0     5     1     9
  3.2300532907585133E-01 a       110     0     5     1    10
 -1.1318043559863664E-01 a       111     0     5     1    11
  1.1741596617947703E-01 a       112     0     5     1    12
  6.8855150639208149E-02 a       113     0     5     1    13
  3.9990236643443589E-01 a       114     0     5     1    14
  4.7487189232260172E-03 a       115     0     5     1    15
 -7.8983847824866549E-01 a       116     0     5     1    16
 -7.9931911020387547E-01 a       117     0     5     1    17
  6.7741639702737344E-01 a       118     0     5     1    18
  2.9160430021444689E-01 a       119     0     5     1    19
  3.9391236058703016E-01 a       120     0     5     1    20
 -6.3522689997315196E-01 a       121     0     5     1    21
 -1.3078216092908210E-01 a       122     0     5     1    22
 -3.9546994361016907E-01 a       123     0     5     1    23
