################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.6394608145078385E-01 a         1     0     1     1     1
 -2.7494477119531108E-01 a         2     0     1     1     2
  4.4321177664977162E-03 a         3     0     1     1     3
  1.8958607435824723E-01 a         4     0     1     1     4
  1.0777643281835105E-01 a         5     0     1     1     5
  6.2067400597951849E-02 a         6     0     1     1     6
 -1.8230638595159443E-02 a         7     0     1     1     7
 -2.1472731918116699E-02 a         8     0     1     1     8
 -1.1055999687439383E-01 a         9     0     1     1     9
 -1.2425139823553809E-01 a        10     0     1     1    10
  3.2849587879420356E-02 a        11     0     1     1    11
 -3.3725814319754033E-01 a        12     0     1     1    12
  1.7180870980407442E-01 a        13     0     1     1    13
 -7.0601413971004751E-02 a        14     0     1     1    14
 -1.5414455478644409E-01 a        15     0     1     1    15
 -1.7612581936575417E-01 a        16     0     1     1    16
 -8.3386399521403975E-02 a        17     0     1     1    17
  1.3136000816360513E-01 a        18     0     1     1    18
  8.8156028880130133E-02 a        19     0     1     1    19
  7.3875247999601032E-02 a        20     0     1     1    20
 -1.1881756304375751E-01 a        21     0     1     1    21
 -1.7535586914356116E-01 a        22     0     1     1    22
 -4.1601330652041316E-02 a        23     0     1     1    23
  2.1971693241224038E-01 a        24     0     1     1    24
  1.3455935042845096E-01 a        25     0     1     1    25
  2.2689729790773713E-01 a        26     0     2     1     1
 -4.5108083371767124E-02 a        27     0     2     1     2
 -2.6687279219975246E-01 a        28     0     2     1     3
 -4.6449785770203682E-03 a        29     0     2     1     4
  1.2944317591799273E-01 a        30     0     2     1     5
  9.5846541237327151E-02 a        31     0     2     1     6
  1.0514591261329538E-01 a        32     0     2     1     7
  1.9630148871757058E-01 a        33     0     2     1     8
  2.8767202141793201E-02 a        34     0     2     1     9
 -3.9795715745644306E-02 a        35     0     2     1    10
 -3.7949387022089894E-02 a        36     0     2     1    11
 -5.5293730146857158E-02 a        37     0     2     1    12
 -1.8562009237013472E-02 a        38     0     2     1    13
  1.4037930554270958E-01 a        39     0     2     1    14
 -2.1526821879049533E-02 a        40     0     2     1    15
 -1.9636221041798392E-03 a        41     0     2     1    16
 -1.3262117917280228E-01 a        42     0     2     1    17
  9.7875569341128690E-02 a        43     0     2     1    18
 -1.1364156028781602E-01 a        44     0     2     1    19
  7.9447859199284834E-02 a        45     0     2     1    20
  6.3112367112992590E-02 a        46     0     2     1    21
 -8.6004694855581175E-03 a        47     0     2     1    22
 -1.4751196328285868E-02 a        48     0     2     1    23
  2.2247913610141556E-02 a        49     0     2     1    24
  1.7949156940538008E-01 a        50     0     2     1    25
 -1.9739997733742531E-01 a        51     0     3     1     1
 -6.7386564051130401E-02 a        52     0     3     1     2
 -1.4042215125638824E-01 a        53     0     3     1     3
  1.3948017113426517E-01 a        54     0     3     1     4
 -2.6282546394577201E-02 a        55     0     3     1     5
 -1.0550288943252718E-01 a        56     0     3     1     6
  1.7004657498584574E-01 a        57     0     3     1     7
  3.1438410602070872E-02 a        58     0     3     1     8
 -1.0454554573307442E-01 a        59     0     3     1     9
  2.7857638464671913E-01 a        60     0     3     1    10
  6.6126958707045823E-03 a        61     0     3     1    11
  1.1121927123860331E-01 a        62     0     3     1    12
  8.7220966000659522E-03 a        63     0     3     1    13
 -8.5815672991445116E-02 a        64     0     3     1    14
  1.6434704230057873E-01 a        65     0     3     1    15
 -1.3444738107056858E-01 a        66     0     3     1    16
  2.2118525744705800E-01 a        67     0     3     1    17
  9.6811225201403853E-02 a        68     0     3     1    18
  5.0886169983763288E-02 a        69     0     3     1    19
  1.9869324463708063E-01 a        70     0     3     1    20
  2.2409760070960419E-01 a        71     0     3     1    21
  2.2550654964257721E-03 a        72     0     3     1    22
 -4.9281856942362277E-02 a        73     0     3     1    23
  7.7669957349609936E-02 a        74     0     3     1    24
 -1.7251193988708291E-01 a        75     0     3     1    25
  1.5708682485989639E-01 a        76     0     4     1     1
 -3.7277048483438976E-02 a        77     0     4     1     2
 -1.7053833286275588E-01 a        78     0     4     1     3
  1.0237287975020801E-01 a        79     0     4     1     4
 -7.6383866732247271E-02 a        80     0     4     1     5
  3.8445326073826058E-02 a        81     0     4     1     6
 -3.3442677194363835E-02 a        82     0     4     1     7
  2.9931797856360937E-01 a        83     0     4     1     8
