################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.3756951760777362E-01 a         1     0     1     1     1
 -1.8874161099730238E-01 a         2     0     1     1     2
  2.6682009971359766E-01 a         3     0     1     1     3
  3.1485693255002986E-02 a         4     0     1     1     4
 -5.6283750390044643E-02 a         5     0     1     1     5
  5.8430999946562881E-02 a         6     0     1     1     6
 -2.3564882771548577E-02 a         7     0     1     1     7
 -4.4019251417746978E-02 a         8     0     1     1     8
  1.8098923721229410E-01 a         9     0     1     1     9
  3.5543778994695579E-03 a        10     0     1     1    10
 -6.7433109029449045E-02 a        11     0     1     1    11
  7.1462388159328316E-02 a        12     0     1     1    12
 -6.2486271185313816E-02 a        13     0     1     1    13
 -4.1466102350536743E-02 a        14     0     1     1    14
 -6.7840364955542881E-02 a        15     0     1     1    15
  4.9913693933526460E-02 a        16     0     1     1    16
 -2.3403072113964588E-02 a        17     0     1     1    17
 -2.8205938868878316E-02 a        18     0     1     1    18
  2.2373202888575784E-02 a        19     0     1     1    19
 -1.7605853433673459E-02 a        20     0     1     1    20
  2.5227117661365921E-02 a        21     0     1     1    21
 -1.6752163034863976E-01 a        22     0     1     1    22
  8.3861265536148574E-02 a        23     0     1     1    23
  1.0688183162080485E-01 a        24     0     1     1    24
 -3.2343287740817975E-02 a        25     0     1     1    25
 -8.1618947649318152E-02 a        26     0     2     1     1
  3.1202850722042909E-02 a        27     0     2     1     2
  2.1314916059978176E-01 a        28     0     2     1     3
  8.1462736463146657E-03 a        29     0     2     1     4
  1.2478928942152474E-01 a        30     0     2     1     5
 -1.8390208300630456E-01 a        31     0     2     1     6
  1.3778294230923294E-01 a        32     0     2     1     7
  1.5840537383710518E-01 a        33     0     2     1     8
 -6.8835720216737895E-02 a        34     0     2     1     9
 -1.9144791299273417E-01 a        35     0     2     1    10
 -5.0402969556009869E-02 a        36     0     2     1    11
  1.9122550057139750E-02 a        37     0     2     1    12
  5.8730925754661045E-02 a        38     0     2     1    13
 -2.0213279946347229E-01 a        39     0     2     1    14
  6.1826273593928983E-02 a        40     0     2     1    15
  7.2225292769815069E-02 a        41     0     2     1    16
  1.6217353343283686E-01 a        42     0     2     1    17
  3.3044219146697412E-01 a        43     0     2     1    18
  5.9891402919518451E-02 a        44     0     2     1    19
 -6.1142511545416035E-02 a        45     0     2     1    20
 -2.0038932983688678E-02 a        46     0     2     1    21
  1.7021937089420119E-01 a        47     0     2     1    22
 -2.1800224369789958E-01 a        48     0     2     1    23
  2.9186575260073608E-03 a        49     0     2     1    24
 -1.6621797326866129E-02 a        50     0     2     1    25
 -1.2959915434466276E-01 a        51     0     3     1     1
 -1.0372419556456548E-01 a        52     0     3     1     2
  4.2528767747850166E-02 a        53     0     3     1     3
  4.7323063847209218E-02 a        54     0     3     1     4
 -1.5907225787782245E-01 a        55     0     3     1     5
  1.1744042433852081E-01 a        56     0     3     1     6
  1.3504680781155859E-01 a        57     0     3     1     7
  6.7437012268033641E-02 a        58     0     3     1     8
  1.0654715465008863E-01 a        59     0     3     1     9
  1.2138282014526641E-01 a        60     0     3     1    10
  4.4229260179139522E-02 a        61     0     3     1    11
 -1.0230795321713891E-01 a        62     0     3     1    12
  2.0300360195965003E-01 a        63     0     3     1    13
  1.9789946344371348E-01 a        64     0     3     1    14
  9.1741748532334647E-02 a        65     0     3     1    15
 -5.8439628175997772E-02 a        66     0     3     1    16
 -1.0311460229232981E-01 a        67     0     3     1    17
 -1.3038265930966245E-01 a        68     0     3     1    18
 -1.8076974994354128E-01 a        69     0     3     1    19
  1.6869782969108477E-01 a        70     0     3     1    20
 -1.6520179017569414E-01 a        71     0     3     1    21
  2.5055640185196359E-01 a        72     0     3     1    22
 -4.2275625604017347E-02 a        73     0     3     1    23
  3.1673874881526037E-02 a        74     0     3     1    24
 -5.1997770658725850E-02 a        75     0     3     1    25
 -1.6506701787045017E-01 a        76     0     4     1     1
 -2.4581344641319489E-01 a        77     0     4     1     2
  1.7012531556379138E-02 a        78     0     4     1     3
 -3.1798485618155403E-01 a        79     0     4     1     4
  5.3911911744622926E-02 a        80     0     4     1     5
 -9.3139493027259129E-02 a        81     0     4     1     6
 -2.6535561924326663E-02 a        82     0     4     1     7
 -1.0838960819277875E-01 a        83     0     4     1     8
 -5.1567824010253158E-02 a        84     0     4     1     9
 -2.4194894681183493E-02 a        85     0     4     1    10
  3.5865172493263195E-02 a        86     0     4     1    11
 -1.0942096084826136E-01 a        87     0     4     1    12
  8.5921717308187970E-02 a        88     0     4     1    13
 -2.6314486445595514E-01 a        89     0     4     1    14
  2.1038711040454244E-01 a        90     0     4     1    15
  6.6666250998170515E-02 a        91     0     4     1    16
  2.0921360067671896E-01 a        92     0     4     1    17
 -6.0836860112415729E-02 a        93     0     4     1    18
 -9.2779335232052965E-02 a        94     0     4     1    19
 -1.7654644725344878E-01 a        95     0     4     1    20
 -8.5762969147246584E-02 a        96     0     4     1    21
  2.3517433332319132E-01 a        97     0     4     1    22
  3.8580533209697776E-04 a        98     0     4     1    23
 -5.2421938842304096E-02 a        99     0     4     1    24
  1.0219511694898217E-01 a       100     0     4     1    25
 -9.5873067816029028E-02 a       101     0     5     1     1
  5.2915909312371480E-02 a       102     0     5     1     2
  2.7826332921507996E-01 a       103     0     5     1     3
  5.7196540403554874E-04 a       104     0     5     1     4
 -2.4942575693130456E-01 a       105     0     5     1     5
 -8.4188998317850608E-02 a       106     0     5     1     6
  6.1749350067954997E-02 a       107     0     5     1     7
 -1.2135614001124650E-01 a       108     0     5     1     8
 -7.3860171338735972E-02 a       109     0     5     1     9
  1.0601975210054568E-01 a       110     0     5     1    10
 -1.2766215995992064E-01 a       111     0     5     1    11
  1.0262728759707257E-01 a       112     0     5     1    12
  1.7206971375951538E-01 a       113     0     5     1    13
  1.4771550480215320E-01 a       114     0     5     1    14
  1.0462089804012076E-01 a       115     0     5     1    15
 -3.5779344435725738E-02 a       116     0     5     1    16
 -1.3937249616044878E-01 a       117     0     5     1    17
  1.2832148538709170E-01 a       118     0     5     1    18
 -2.2961051053450685E-01 a       119     0     5     1    19
  1.9543596611014422E-01 a       120     0     5     1    20
 -7.9643940350207221E-02 a       121     0     5     1    21
  2.9599180352323198E-02 a       122     0     5     1    22
  4.0431208837011359E-02 a       123     0     5     1    23
