################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.9075246518855675E-02 a         1     0     1     1     1
  6.0698195393460733E-02 a         2     0     1     1     2
  9.5576323691399789E-02 a         3     0     1     1     3
  4.7743911664453818E-02 a         4     0     1     1     4
  2.4598332366805722E-02 a         5     0     1     1     5
  3.3468626704085785E-01 a         6     0     1     1     6
 -2.2593447725413388E-01 a         7     0     1     1     7
 -7.6611291649016519E-02 a         8     0     1     1     8
  3.9178630153010232E-03 a         9     0     1     1     9
  3.6928211809967065E-01 a        10     0     1     1    10
 -7.8500823468920888E-01 a        11     0     1     1    11
  2.5778051074255420E-01 a        12     0     1     1    12
 -5.4558765926530584E-02 a        13     0     1     1    13
 -2.1299844736402163E-01 a        14     0     1     1    14
 -2.8000855989633200E-01 a        15     0     1     1    15
  1.7813420010664255E-01 a        16     0     1     1    16
 -7.0961825052369631E-01 a        17     0     1     1    17
  1.9105364857875862E-01 a        18     0     1     1    18
 -4.6191640668567242E-02 a        19     0     1     1    19
 -1.3005957373853507E-02 a        20     0     1     1    20
  1.0208186984202236E-01 a        21     0     1     1    21
  9.2677662506465835E-03 a        22     0     1     1    22
  1.4410295973406759E-01 a        23     0     1     1    23
 -6.1935039556024329E-01 a        24     0     1     1    24
  9.5431430735103781E-02 a        25     0     1     1    25
 -1.0032183027760851E-02 a        26     0     2     1     1
 -6.5454539715146820E-01 a        27     0     2     1     2
 -2.0367699745104748E-01 a        28     0     2     1     3
  1.3275833204630966E-02 a        29     0     2     1     4
  2.0645731220254210E-01 a        30     0     2     1     5
 -2.5504670503563331E-01 a        31     0     2     1     6
 -2.9733430615537702E-02 a        32     0     2     1     7
  3.0688309225565613E-01 a        33     0     2     1     8
 -1.1609169465586150E-01 a        34     0     2     1     9
 -5.8680801516474083E-02 a        35     0     2     1    10
 -2.5755874833905412E-02 a        36     0     2     1    11
  4.6486476109949465E-01 a        37     0     2     1    12
 -2.7715676612238233E-01 a        38     0     2     1    13
 -6.7884475377820896E-01 a        39     0     2     1    14
  3.4354897088560954E-01 a        40     0     2     1    15
  3.5207067413135767E-01 a        41     0     2     1    16
 -1.0538691196926259E-01 a        42     0     2     1    17
  1.5273304911259497E-01 a        43     0     2     1    18
  2.5414348322757324E-01 a        44     0     2     1    19
  7.3822820919503873E-01 a        45     0     2     1    20
 -2.4219202912674850E-01 a        46     0     2     1    21
  1.5908051828390021E-01 a        47     0     2     1    22
 -5.8815632718480326E-01 a        48     0     2     1    23
 -2.3756407488154888E-01 a        49     0     2     1    24
 -2.7696669691254033E-01 a        50     0     2     1    25
 -2.4304491565082309E-01 a        51     0     3     1     1
  4.2441203952384106E-02 a        52     0     3     1     2
 -1.6768735116634348E-01 a        53     0     3     1     3
 -1.6529026615801837E-01 a        54     0     3     1     4
  1.9572310341840846E-02 a        55     0     3     1     5
  7.9860697761365840E-02 a        56     0     3     1     6
 -1.6685642086875069E-01 a        57     0     3     1     7
  1.5934572872932415E-01 a        58     0     3     1     8
 -5.1046501121528934E-03 a        59     0     3     1     9
 -5.3196735974691732E-02 a        60     0     3     1    10
  1.5679472019969173E-01 a        61     0     3     1    11
 -3.2417258907146133E-02 a        62     0     3     1    12
 -1.4014038199489795E-01 a        63     0     3     1    13
 -3.3342752770107772E-02 a        64     0     3     1    14
 -2.9559584024892371E-01 a        65     0     3     1    15
  1.2955707090380131E-01 a        66     0     3     1    16
 -2.0899708055579447E-01 a        67     0     3     1    17
 -1.3244160347655656E-01 a        68     0     3     1    18
  2.0293729247182788E-02 a        69     0     3     1    19
  1.6425938962370691E-02 a        70     0     3     1    20
  2.8362072894905460E-01 a        71     0     3     1    21
  1.3514683815478920E-01 a        72     0     3     1    22
 -2.0901114675861859E-01 a        73     0     3     1    23
 -3.2516863298983595E-01 a        74     0     3     1    24
  5.8719417152559149E-02 a        75     0     3     1    25
  1.2617238296997907E-01 a        76     0     4     1     1
 -8.9769038792119782E-02 a        77     0     4     1     2
  3.1021062194077353E-02 a        78     0     4     1     3
 -3.2023001429936325E-02 a        79     0     4     1     4
  1.0884731612591961E-02 a        80     0     4     1     5
  1.0210034681583123E-01 a        81     0     4     1     6
  4.2274569239988558E-03 a        82     0     4     1     7
  1.1551439986209480E-01 a        83     0     4     1     8
  2.0978045228156130E-02 a        84     0     4     1     9
  3.5486303895382737E-03 a        85     0     4     1    10
 -2.8947183759661155E-01 a        86     0     4     1    11
  1.5711576116952250E-01 a        87     0     4     1    12
  1.5126604328661930E-01 a        88     0     4     1    13
  8.1821983095626216E-02 a        89     0     4     1    14
  6.6666770580364867E-02 a        90     0     4     1    15
 -1.8707105546297415E-01 a        91     0     4     1    16
 -2.0774634624146066E-01 a        92     0     4     1    17
  6.7811497253033787E-02 a        93     0     4     1    18
  2.1373035821809813E-02 a        94     0     4     1    19
 -7.5855612586579441E-02 a        95     0     4     1    20
 -3.3025539371966778E-01 a        96     0     4     1    21
 -8.2087190969817786E-02 a        97     0     4     1    22
 -8.8092432164945805E-02 a        98     0     4     1    23
 -6.5341683206536758E-02 a        99     0     4     1    24
