################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.7843415361977179E-02 a         1     0     1     1     1
  2.2441596724381438E-02 a         2     0     1     1     2
 -9.9841541087240152E-02 a         3     0     1     1     3
 -1.9798545989264060E-01 a         4     0     1     1     4
 -8.8417106016548758E-02 a         5     0     1     1     5
  3.6226254151156695E-01 a         6     0     1     1     6
  1.3685203801057927E-01 a         7     0     1     1     7
  1.2312413898861370E-01 a         8     0     1     1     8
  7.5435771012117819E-02 a         9     0     1     1     9
  1.8425238285781095E-01 a        10     0     1     1    10
 -1.0751653176488785E-02 a        11     0     1     1    11
  1.4714139562400208E-01 a        12     0     1     1    12
 -1.4489129775095275E-01 a        13     0     1     1    13
 -1.0158428112111404E-02 a        14     0     1     1    14
  9.4607957069014550E-02 a        15     0     1     1    15
 -2.0423680175730868E-01 a        16     0     1     1    16
  2.6964253247689224E-01 a        17     0     1     1    17
  4.2690645627768892E-02 a        18     0     1     1    18
  1.6231792749866655E-01 a        19     0     1     1    19
  1.4463520459886819E-01 a        20     0     1     1    20
  2.7914348824503395E-02 a        21     0     1     1    21
 -1.6013702005597610E-02 a        22     0     1     1    22
  3.3904805395374209E-02 a        23     0     1     1    23
 -2.5589325335491856E-02 a        24     0     1     1    24
 -5.3056198939485152E-03 a        25     0     1     1    25
 -1.4001077849800192E-01 a        26     0     2     1     1
  4.3232001417606546E-02 a        27     0     2     1     2
  1.1851538235086718E-01 a        28     0     2     1     3
  1.2696080298956441E-01 a        29     0     2     1     4
 -1.1171926444903157E-01 a        30     0     2     1     5
 -3.6005389482552808E-01 a        31     0     2     1     6
 -2.6440863327722410E-02 a        32     0     2     1     7
  3.6101670378205825E-01 a        33     0     2     1     8
 -1.8362610514135350E-01 a        34     0     2     1     9
 -1.5416891593713872E-01 a        35     0     2     1    10
  2.6055105677211053E-02 a        36     0     2     1    11
 -9.0791200904660599E-02 a        37     0     2     1    12
  2.2365345452899407E-02 a        38     0     2     1    13
 -9.0266568231083838E-02 a        39     0     2     1    14
  2.0771587223511032E-01 a        40     0     2     1    15
