################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.9766261022783679E-01 a         1     0     1     1     1
 -1.8242605111311155E-01 a         2     0     1     1     2
 -1.1469045494491081E-01 a         3     0     1     1     3
  3.0050656949464988E-01 a         4     0     1     1     4
  1.3423278235940789E-01 a         5     0     1     1     5
 -1.3602900881137622E-01 a         6     0     1     1     6
 -2.5210360542566500E-02 a         7     0     1     1     7
 -3.8730331017819281E-02 a         8     0     1     1     8
 -1.1320136022789029E-01 a         9     0     1     1     9
 -8.6075407772576967E-02 a        10     0     1     1    10
 -2.7132114127134199E-01 a        11     0     1     1    11
  2.4109367749044960E-01 a        12     0     1     1    12
  2.8594987276583078E-02 a        13     0     1     1    13
  1.0852391340678548E-01 a        14     0     1     1    14
  1.1247341407742899E-01 a        15     0     1     1    15
 -5.5517793184225395E-02 a        16     0     1     1    16
  6.8462648678318722E-02 a        17     0     1     1    17
  6.7450053909983099E-02 a        18     0     1     1    18
  1.9497910028496665E-01 a        19     0     1     1    19
 -1.8179762429992016E-01 a        20     0     1     1    20
  1.9121679882555073E-01 a        21     0     1     1    21
 -5.7682842048267943E-02 a        22     0     1     1    22
  1.8847116873187314E-01 a        23     0     1     1    23
  2.7853190174094791E-02 a        24     0     1     1    24
 -2.9804420585409064E-01 a        25     0     1     1    25
  1.6160765144379124E-01 a        26     0     2     1     1
  1.5903440668862831E-01 a        27     0     2     1     2
 -7.4357833813141663E-02 a        28     0     2     1     3
 -2.6631074360029092E-03 a        29     0     2     1     4
 -2.7285673920170615E-03 a        30     0     2     1     5
  7.8664114723540901E-02 a        31     0     2     1     6
 -6.5104396133906214E-02 a        32     0     2     1     7
  2.6109192566826016E-02 a        33     0     2     1     8
  1.1351048328536885E-01 a        34     0     2     1     9
 -2.3573579948763745E-02 a        35     0     2     1    10
  5.7783946690081869E-02 a        36     0     2     1    11
  1.8914194909772235E-02 a        37     0     2     1    12
 -1.2616864812863920E-01 a        38     0     2     1    13
  1.1485712809697857E-01 a        39     0     2     1    14
  1.4700728138835989E-01 a        40     0     2     1    15
 -3.7796355322081768E-02 a        41     0     2     1    16
  3.7274868960523448E-02 a        42     0     2     1    17
  1.6341468861194364E-01 a        43     0     2     1    18
  9.8391831343632233E-02 a        44     0     2     1    19
 -3.5223548693070921E-03 a        45     0     2     1    20
  4.4326039813198589E-02 a        46     0     2     1    21
  1.8759358286022612E-02 a        47     0     2     1    22
 -9.4172257430069350E-02 a        48     0     2     1    23
  1.2619020948693957E-02 a        49     0     2     1    24
 -6.5182205736436433E-02 a        50     0     2     1    25
  1.8477000055702450E-01 a        51     0     3     1     1
  2.3059082945070520E-02 a        52     0     3     1     2
 -1.8683143649709932E-01 a        53     0     3     1     3
 -1.2435683824073995E-01 a        54     0     3     1     4
  1.4500996486431858E-01 a        55     0     3     1     5
 -2.4740948639744950E-02 a        56     0     3     1     6
  1.1781386275822092E-02 a        57     0     3     1     7
  7.7229715214582424E-03 a        58     0     3     1     8
 -2.9601374453779750E-02 a        59     0     3     1     9
  1.5362042300461653E-02 a        60     0     3     1    10
 -1.7548659854277845E-01 a        61     0     3     1    11
  5.0988934981062630E-03 a        62     0     3     1    12
  8.7594956509041061E-02 a        63     0     3     1    13
 -1.8261758246169701E-01 a        64     0     3     1    14
 -2.3263380453939561E-01 a        65     0     3     1    15
 -1.0764842414537240E-01 a        66     0     3     1    16
  3.3803012541045972E-02 a        67     0     3     1    17
  1.3734378578738396E-01 a        68     0     3     1    18
 -3.0381160279672026E-02 a        69     0     3     1    19
  1.2528680857427008E-01 a        70     0     3     1    20
 -6.3528504326610434E-03 a        71     0     3     1    21
 -1.4403499453843613E-01 a        72     0     3     1    22
 -1.0958358862601038E-01 a        73     0     3     1    23
  6.3002352169695394E-02 a        74     0     3     1    24
 -1.4263542066504376E-01 a        75     0     3     1    25
 -1.2437759867130349E-01 a        76     0     4     1     1
 -1.4306208282297475E-01 a        77     0     4     1     2
  2.3037978153494615E-01 a        78     0     4     1     3
 -1.6743992665453999E-01 a        79     0     4     1     4
 -1.6168117501046414E-01 a        80     0     4     1     5
 -1.2775565188050156E-01 a        81     0     4     1     6
 -7.6518638216094323E-02 a        82     0     4     1     7
 -5.7274261261521173E-03 a        83     0     4     1     8
 -2.7894328854383588E-02 a        84     0     4     1     9
  1.8117486807105516E-02 a        85     0     4     1    10
 -1.7545237251483693E-02 a        86     0     4     1    11
  5.5713702038130766E-02 a        87     0     4     1    12
 -1.7506700688389529E-01 a        88     0     4     1    13
  9.4721098387322955E-02 a        89     0     4     1    14
  2.3985477032255217E-01 a        90     0     4     1    15
  2.4098505074617227E-03 a        91     0     4     1    16
 -5.3223352493678662E-02 a        92     0     4     1    17
 -1.3878636407876985E-01 a        93     0     4     1    18
 -2.4807281872603398E-01 a        94     0     4     1    19
 -3.2169040554390210E-01 a        95     0     4     1    20
 -1.0726703843239166E-01 a        96     0     4     1    21
 -9.6508903529915577E-02 a        97     0     4     1    22
  9.9053579486788126E-02 a        98     0     4     1    23
  4.3914411271137016E-02 a        99     0     4     1    24
 -3.6795395886949363E-02 a       100     0     4     1    25
  2.4567550350340087E-02 a       101     0     5     1     1
  1.2214347459308292E-01 a       102     0     5     1     2
  1.2835626488402771E-01 a       103     0     5     1     3
  3.2746892289849827E-01 a       104     0     5     1     4
 -1.0151596188459111E-01 a       105     0     5     1     5
 -2.3215230574754017E-01 a       106     0     5     1     6
  2.0817819964880546E-01 a       107     0     5     1     7
 -1.1669450657173940E-01 a       108     0     5     1     8
 -1.3336385509545665E-01 a       109     0     5     1     9
  1.6236094664203646E-02 a       110     0     5     1    10
  1.9427535111969554E-01 a       111     0     5     1    11
  1.0661959393894881E-01 a       112     0     5     1    12
  9.5564371914153345E-02 a       113     0     5     1    13
 -6.7319028740495376E-02 a       114     0     5     1    14
  3.6218104337960633E-02 a       115     0     5     1    15
 -1.5113230194025443E-01 a       116     0     5     1    16
 -6.0415531253820008E-02 a       117     0     5     1    17
 -9.0157015880353381E-02 a       118     0     5     1    18
 -9.3527096243691349E-02 a       119     0     5     1    19
  1.2669771564198951E-01 a       120     0     5     1    20
 -5.0667338578796121E-02 a       121     0     5     1    21
  1.8497121208045769E-01 a       122     0     5     1    22
  7.3752880673585361E-02 a       123     0     5     1    23
 -1.3459161404616202E-01 a       124     0     5     1    24
  1.7839769547764966E-01 a       125     0     5     1    25
 -1.1315404068681999E-01 a       126     0     6     1     1
 -2.3710234848489081E-01 a       127     0     6     1     2
  1.4197462900193883E-01 a       128     0     6     1     3
  2.7610891709045121E-01 a       129     0     6     1     4
  1.2219737019410087E-01 a       130     0     6     1     5
 -1.0653159958828284E-01 a       131     0     6     1     6
 -7.1483709880911891E-02 a       132     0     6     1     7
  4.2131816968937454E-02 a       133     0     6     1     8
  1.0648874758170132E-01 a       134     0     6     1     9
 -3.3593635507364402E-03 a       135     0     6     1    10
 -1.1341917536821483E-01 a       136     0     6     1    11
 -1.7635102939733061E-01 a       137     0     6     1    12
  2.6993749945698226E-01 a       138     0     6     1    13
 -2.4191184957378722E-01 a       139     0     6     1    14
 -1.2366158456074838E-01 a       140     0     6     1    15
  1.2933026108317075E-01 a       141     0     6     1    16
  2.7194719898850559E-02 a       142     0     6     1    17
  6.1782869394240991E-02 a       143     0     6     1    18
 -8.2222592703128455E-02 a       144     0     6     1    19
  2.2679325029003933E-01 a       145     0     6     1    20
  9.4844785583564614E-02 a       146     0     6     1    21
 -8.8734604302952769E-02 a       147     0     6     1    22
  1.0018713157486040E-02 a       148     0     6     1    23
 -5.2746582453521915E-02 a       149     0     6     1    24
