################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.9945184477438119E-01 a         1     0     1     1     1
 -2.0210062434539813E-01 a         2     0     1     1     2
 -8.1301177871798899E-02 a         3     0     1     1     3
 -2.7189954136343720E-02 a         4     0     1     1     4
 -3.9499614201746148E-03 a         5     0     1     1     5
 -1.1548762144687039E+00 a         6     0     1     1     6
 -1.8677578807056619E-01 a         7     0     1     1     7
  1.8104087255977319E-01 a         8     0     1     1     8
  5.9937739784223010E-02 a         9     0     1     1     9
  1.0972782308234487E-01 a        10     0     1     1    10
  4.5407529215761563E-02 a        11     0     1     1    11
 -1.1982377973829811E-02 a        12     0     1     1    12
 -1.2629126276100752E-01 a        13     0     1     1    13
 -3.8822836183588694E-01 a        14     0     1     1    14
 -1.3948303795791343E-02 a        15     0     1     1    15
 -4.4650258158373829E-01 a        16     0     1     1    16
 -2.3650616643581610E-01 a        17     0     1     1    17
  3.0353959231342509E-01 a        18     0     1     1    18
  5.6310703740120607E-02 a        19     0     1     1    19
 -1.3697480098796477E-01 a        20     0     1     1    20
  2.8953680674703730E-01 a        21     0     1     1    21
 -2.1412897537312264E-01 a        22     0     1     1    22
  9.0408333193207335E-01 a        23     0     1     1    23
 -1.3057575443169425E-01 a        24     0     1     1    24
 -1.7913614975531303E-01 a        25     0     1     1    25
  1.0011653904547008E-01 a        26     0     2     1     1
  4.0877146134914388E-02 a        27     0     2     1     2
  6.0678118624209731E-01 a        28     0     2     1     3
 -2.4275096434723784E-02 a        29     0     2     1     4
  1.2668787070826839E+00 a        30     0     2     1     5
  6.9043448647868455E-01 a        31     0     2     1     6
 -1.5473962874215125E-01 a        32     0     2     1     7
  6.9232383366437125E-02 a        33     0     2     1     8
 -4.9371857109489867E-02 a        34     0     2     1     9
 -6.2606799031898297E-01 a        35     0     2     1    10
  3.4189547219606009E-01 a        36     0     2     1    11
 -9.6236098275057164E-02 a        37     0     2     1    12
 -2.1909224446620336E-02 a        38     0     2     1    13
  2.6007044377850447E-01 a        39     0     2     1    14
 -1.5686754848983731E-01 a        40     0     2     1    15
  3.5666629245335707E-01 a        41     0     2     1    16
 -2.1849720031500541E-01 a        42     0     2     1    17
 -1.3476032375881428E-01 a        43     0     2     1    18
 -8.4770365626425559E-01 a        44     0     2     1    19
 -2.9657708107606212E-01 a        45     0     2     1    20
  7.9684980291742336E-01 a        46     0     2     1    21
 -6.2326816370075228E-02 a        47     0     2     1    22
 -4.6504390371388532E-01 a        48     0     2     1    23
 -9.1569120290665218E-02 a        49     0     2     1    24
  3.3030267045562847E-02 a        50     0     2     1    25
 -8.4188959058681373E-02 a        51     0     3     1     1
 -1.0971517247701780E-01 a        52     0     3     1     2
  3.8503570528414813E-02 a        53     0     3     1     3
  5.9457579557446551E-02 a        54     0     3     1     4
  2.6425071640506052E-02 a        55     0     3     1     5
  8.5843388559004811E-03 a        56     0     3     1     6
  1.8376905132953786E-02 a        57     0     3     1     7
 -2.3083413915814491E-02 a        58     0     3     1     8
  6.1617711755455148E-02 a        59     0     3     1     9
 -1.1161594380728233E-01 a        60     0     3     1    10
 -1.6632900113121904E-01 a        61     0     3     1    11
  6.0918087379812400E-02 a        62     0     3     1    12
  3.4028599726344325E-03 a        63     0     3     1    13
  1.3914284535611771E-01 a        64     0     3     1    14
 -3.0696261974394001E-03 a        65     0     3     1    15
 -1.1050423169076046E-01 a        66     0     3     1    16
  1.9272595159768410E-02 a        67     0     3     1    17
  1.2800245034092840E-02 a        68     0     3     1    18
  2.0982288654111583E-01 a        69     0     3     1    19
  4.7048173473956401E-01 a        70     0     3     1    20
  1.2593080681121685E-01 a        71     0     3     1    21
 -9.7390850951570879E-02 a        72     0     3     1    22
 -1.2773776161739247E-03 a        73     0     3     1    23
